"CORPORATE_IDENTIFICATION_NUMBER","DATE_OF_REGISTRATION","COMPANY_NAME","COMPANY_STATUS","COMPANY_CLASS","COMPANY_CATEGORY","AUTHORIZED_CAPITAL","PAIDUP_CAPITAL","REGISTERED_STATE","REGISTRAR_OF_COMPANIES","PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN","REGISTERED_OFFICE_ADDRESS","SUB_CATEGORY"
"U00219BR1987PTC002800","10-12-1987","FLORA FOODS (INDIA) PVT LTD","STRIKE OFF","Private","Company Limited by Shares","2,500,000.00",NA,"Bihar","RoC-Patna",NA,"A-97, PEOPLES CO-OPERATIVECOLONY, KANKAR BAGH PATNA. COLONY, KANKAR BAGH, PATNA. Bihar INDIA","Indian Non-Government Company"
"U00219BR1987PTC002813","23-12-1987","PARMAR FOOD PVT LTD","STRIKE OFF","Private","Company Limited by Shares","1,500,000.00",NA,"Bihar","RoC-Patna",NA,"ROAD NO 13, RAJENDRA NAGAR,PATNA. PATNA. Bihar INDIA","Indian Non-Government Company"
"U00219BR1990PTC003789","9-02-1990","COOKFAST FOODS PVT. LTD.","STRIKE OFF","Private","Company Limited by Shares","100,000.00",NA,"Bihar","RoC-Patna",NA,"PURBI NAND GOLA PATNA CITYP.S. MALSALAMI PATNA P.S. MALSALAMI PATNA Bihar INDIA","Indian Non-Government Company"
"U00219BR1990PTC004093","3-07-1990","TIRHUT FOOD PRODUCTS PVT.LTD.","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00",NA,"Bihar","RoC-Patna",NA,"PUNAURA, P.O. PUNAURA, DIST.SITAMARHI. SITAMARHI. Bihar INDIA","Indian Non-Government Company"
"U00219BR1993PTC005592","26-11-1993","JAKS FOODS MARKETING PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","200,000.00","50,000.00","Bihar","RoC-Patna",NA,"ABEDIN HOUSE, FRASER ROAD,PATNA, P.S. KOTWALI. P.S.KOTWALI PATNA Bihar INDIA","Indian Non-Government Company"
"U00219BR1994PTC006239","14-12-1994","DAISY FOODS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","2,000,000.00","140,000.00","Bihar","RoC-Patna",NA,"HOTEL DAISY COMPLEXDARIYAPUR ROAD PATNA-4 PS. PIRBAHORE Bihar INDIA","Indian Non-Government Company"
"U00219BR1995PTC006886","4-12-1995","JANKI ANAND COLD STORAGE PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00",NA,"Bihar","RoC-Patna",NA,"DURGAPUR GAUSHALA,PO ,PS & DIST. KATIHAR. PO ,PS & DIST. KATIHAR. Bihar INDIA","Indian Non-Government Company"
"U00219BR1996PLC007508","16-10-1996","TIMES FOOD PRODUCTS LIMITED.","ACTIVE","Public","Company Limited by Shares","2,500,000.00","1,516,100.00","Bihar","RoC-Patna",NA,"BASANT VIHAR COLONY,BORING ROAD, PATNA-1. PATNA-1. Bihar INDIA","Indian Non-Government Company"
"U00219BR1997PTC007641","7-01-1997","SAKAL CONSTRUCTIONS AND PROMOTERS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Bihar","RoC-Patna",NA,"KANDHARPUR, PO. SANDESH,DIST. BHOJPUR. DIST. BHOJPUR. Bihar INDIA","Indian Non-Government Company"
"U00219BR1997PTC008094","14-08-1997","MANGALAM NUTRITIONS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","7,500,000.00","7,430,700.00","Bihar","RoC-Patna",NA,"AT & PO. HARSIDHI,DIST. EAST CHAMPARAN. DIST. EAST CHAMPARAN. Bihar INDIA","Indian Non-Government Company"
"U00219BR1997PTC008097","18-08-1997","SWARAJYA FOODS INDIA PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","200,000.00","Bihar","RoC-Patna",NA,"NORTH MANDIRI PS.BUDHA COLONY PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U00219BR1998PTC008627","23-10-1998","HARENDER AGRO EXPORTS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,500,000.00","20,000.00","Bihar","RoC-Patna",NA,"AT-K.G. ROAD,P.O.-NAWADAARRAH,BHOJPUR. BHOJPUR Bihar INDIA","Indian Non-Government Company"
"U00219BR1999PTC008743","22-02-1999","VAISHALI MINERAL WATER PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,000,000.00","905,000.00","Bihar","RoC-Patna",NA,"ROAD NO.-6/B RAJENDRA NAGAR,PATNA PATNA Bihar INDIA","Indian Non-Government Company"
"U00219BR2000PTC009209","16-03-2000","KOSHI FOOD PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00",NA,"Bihar","RoC-Patna",NA,"HOUSE OF BARUN SINGHMOHALLA- DAHERIA D.S COLLEGE ROAD KATIHAR-854105 Bihar INDIA","Indian Non-Government Company"
"U00220BR1988PTC003061","19-07-1988","KUSUM BEVERAGES PRIVATE LIMITED.","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00",NA,"Bihar","RoC-Patna",NA,"POWER HOUSE ROAD,BEGUSARAI,P.S.-BEGUSARAI. P.S.-BEGUSARAI. Bihar INDIA","Indian Non-Government Company"
"U00220BR1990PTC004123","8-08-1990","SUNISHKA CHEMICALS INDUSTRIES PVT.LTD.","STRIKE OFF","Private","Company Limited by Shares","2,000,000.00",NA,"Bihar","RoC-Patna",NA,"4-MIG, KANKAR BAGH COLONY,P.S. KANKAR BAGH, PATNA. P.S. KANKAR BAGH, PATNA. Bihar INDIA","Indian Non-Government Company"
"U00221BR1990PTC004134","17-08-1990","CHABARIA CHEM & DISTILLERIES PVT.LTD.","STRIKE OFF","Private","Company Limited by Shares","1,500,000.00",NA,"Bihar","RoC-Patna",NA,"AT. GURU DEO BHAWAN BABUGANJ DEHARI-ON-SONE ROHTAS. P.S. DEHRI THANA. DEHRI THANA. Bihar INDIA","Indian Non-Government Company"
"U00221BR1999PTC008971","3-09-1999","KALYANI MODERN BEVERAGES PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,000,000.00","70,000.00","Bihar","RoC-Patna",NA,"AT-BESIDE NAND RANI PLACE,JAMAL ROAD, PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U00221BR2002PTC009763","21-02-2002","SHIVSHAKTI BREWERIES PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00","10,000.00","Bihar","RoC-Patna",NA,"AT+P.O-NARKATIA GANJ WEST CHAMPARAN Bihar INDIA","Indian Non-Government Company"
"U00222BR1995PLC006680","28-08-1995","SULTANIA ENTERPRISES LIMITED","ACTIVE","Public","Company Limited by Shares","20,000,000.00","17,912,200.00","Bihar","RoC-Patna",NA,"PUJA APARTMENT,NEW DAK BUNGLOWROAD,PS.KOTWALI, DIST.PATNA-1 DIST.PATNA-1 Bihar INDIA","Indian Non-Government Company"
"U00222BR2000PTC009233","31-03-2000","PARASHAKTI OVERSEAS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,000,000.00","765,000.00","Bihar","RoC-Patna",NA,"GYANLOK SCHOOL MARGBERAAMPMA MUZAFFARPUR MUZAFFARPUR Bihar INDIA","Indian Non-Government Company"
"U00222BR2001PTC009624","3-08-2001","KIROBS LIQUORS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","8,000,000.00","7,480,000.00","Bihar","RoC-Patna",NA,"DYAL KOTHI A.N.SINHA PATH,KADAMKUAN PATNA Bihar INDIA 800003","Indian Non-Government Company"
"U00222BR2001PTC009625","3-08-2001","AMBIENT LIQUORS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","20,000,000.00","16,525,000.00","Bihar","RoC-Patna",NA,"BINOSHIBA HOUSE,PLOT NO.-655,FRASER ROAD,PATNA-01 PS-KOTWAL, PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U00222BR2002PTC009740","7-02-2002","MAJESTIC LIQUORS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,000,000.00","100,000.00","Bihar","RoC-Patna",NA,"ASHIRVANOPP.- BANK OF INDIA BORING ROAD PATNA Bihar INDIA","Indian Non-Government Company"
"U00222BR2002PTC009741","7-02-2002","NARMADA LIQUORS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Bihar","RoC-Patna",NA,"22, HARIHAR APARTMENTEAST BORING ROAD PATNA PATNA Bihar INDIA","Indian Non-Government Company"
"U00222BR2002PTC009742","7-02-2002","KUMAR BOTTLERS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,000,000.00","100,000.00","Bihar","RoC-Patna",NA,"KUMAR TOWERII ND FLOOR BORING ROAD PATNA Bihar INDIA","Indian Non-Government Company"
"U00222BR2002PTC009743","7-02-2002","SHREE LAKSHMI REMEDIES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","980,000.00","Bihar","RoC-Patna",NA,"802, ABHISHAK PLAZAEXHIBITION ROAD PATNA PATNA Bihar INDIA","Indian Non-Government Company"
"U00222BR2002PTC009755","14-02-2002","SUPREME LIQUIORS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","20,000,000.00","12,619,000.00","Bihar","RoC-Patna",NA,"HOUSE NO. 5, MADHUSUDAN KUNJ BASANT VIHAR COLONY, BORING ROAD PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U00224BR1989PTC003421","16-05-1989","SUMAN SAP PVT LTD.","STRIKE OFF","Private","Company Limited by Shares","150,000.00",NA,"Bihar","RoC-Patna",NA,"SOUTH OF KONGRES MAIDAN KADAMKUAN PATNA. KUAN PATNA. Bihar INDIA","Indian Non-Government Company"
"U00226BR1991PTC004439","19-04-1991","BIHAR BIDI COMPANY PVT.LTD.","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00",NA,"Bihar","RoC-Patna",NA,"JHA BHAWAN S.P. VERMA ROAD,PATNA-1 P.S. KOTWALI PATNA. PATNA-1, P.S. KOTWALI PATNA. Bihar INDIA","Indian Non-Government Company"
"U00230BR1995PTC006767","29-09-1995","RFD PRODUCTS & ENTERPRISES PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00",NA,"Bihar","RoC-Patna",NA,"HOUSE OF SRI PARMANAND PRASAD,AT. CHKLOKMAN PS.DALSING SARAI PS.DALSINGSARAI, DIST. SAMASTIPUR. Bihar INDIA","Indian Non-Government Company"
"U00233BR1989PLC003332","2-03-1989","RADHIKA DOUBLING MILLS LIMITED","STRIKE OFF","Public","Company Limited by Shares","100,000.00","10,000.00","Bihar","RoC-Patna",NA,"SALIMPUR AHRA 00KADAM-KUAN, PS. GANDHI MAIDAN PATNA Bihar INDIA 800003","Indian Non-Government Company"
"U00233BR1992PTC005143","21-12-1992","ARCHANA SAREE CENTRE PVT.LTD.","ACTIVE","Private","Company Limited by Shares","500,000.00","129,000.00","Bihar","RoC-Patna",NA,"RAM CHANDRA MARKET, THATHERIBAZAR, BUXAR BUXAR Bihar INDIA","Indian Non-Government Company"
"U00235BR1985PTC002157","17-06-1985","BIVA TEXTILES PVT LTD","STRIKE OFF","Private","Company Limited by Shares","400,000.00",NA,"Bihar","RoC-Patna",NA,"KACHAHRI ROAD NEAR GIRLS HIGHSCHOOL,BIHARSARIF. SCHOOL,BIHARSARIF. Bihar INDIA","Indian Non-Government Company"
"U00235BR1988PTC003209","14-12-1988","BIHAR PLASTOTEXTILES PVT LTD","STRIKE OFF","Private","Company Limited by Shares","500,000.00",NA,"Bihar","RoC-Patna",NA,"C/O SRI R.P. LATH NEWPUNAICHAK PATNA. PUNAICHAK PATNA. Bihar INDIA","Indian Non-Government Company"
"U00235BR1990PTC004188","9-10-1990","TEXCON RAYON PVT.LTD.","STRIKE OFF","Private","Company Limited by Shares","2,500,000.00",NA,"Bihar","RoC-Patna",NA,"PUJA APARTMENT 1ST FLOOR, NEWDAK BUNGLOW ROAD PATNA. DAK BUNGLOW ROAD, PATNA. Bihar INDIA","Indian Non-Government Company"
"U00235BR1997PTC007782","12-03-1997","TATANAGAR SYNTHETIC PACKAGING PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","3,500,000.00","3,000.00","Bihar","RoC-Patna",NA,"PLOT N.S.-2(P),PHASE-VI,INDUSTRIAL AREA,PO. PS-. GAMHARIA, WEST SINGHBHUM Bihar INDIA 831001","Indian Non-Government Company"
"U00236BR1999PTC008901","13-07-1999","LEEPIKA ENTERPRISES PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00",NA,"Bihar","RoC-Patna",NA,"KAILASH MARKET(2ND FLOOR)BEHARI SAOLANE,MURADPUR, PATNA-4 PATNA-4 Bihar INDIA","Indian Non-Government Company"
"U00240BR1984PTC001926","12-01-1984","BALHA TEXTILES PVT LTD","STRIKE OFF","Private","Company Limited by Shares","450,000.00",NA,"Bihar","RoC-Patna",NA,"AT & P O JANAKPUR ROAD,,DIST-SITAMARHI ,DIST-SITAMARHI Bihar INDIA","Indian Non-Government Company"
"U00240BR1988PLC003141","7-10-1988","CHAMPARAN WOOLLEN LTD.","STRIKE OFF","Public","Company Limited by Shares","10,000,000.00",NA,"Bihar","RoC-Patna",NA,"64 MIG LOHIANAGAR KANKARBAGHPATNA-20 PS KANKARBAGH PATNA-20 PS KANKARBAGH Bihar INDIA","Indian Non-Government Company"
"U00240BR1988PTC003040","23-06-1988","VIKRAMSHILA SILKOTEX (INDIA) PVT.LTGD.","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00",NA,"Bihar","RoC-Patna",NA,"CHAMPA NAGAR,BHAGALPUR,P.S.-NATH NAGAR,BHAGALPUR. P.S.-NATH NAGAR,BHAGALPUR. Bihar INDIA","Indian Non-Government Company"
"U00240BR1989PTC003399","28-04-1989","DAS SILK PVT. LTD.","STRIKE OFF","Private","Company Limited by Shares","200,000.00",NA,"Bihar","RoC-Patna",NA,"SUJAPUR P.O. & P.S. NATH NAGAR, DISTT. BHAGALPUR NATHISA GAR GAR Bihar INDIA","Indian Non-Government Company"
"U00240BR1994PTC006142","19-10-1994","LOVELY GARMENTS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00",NA,"Bihar","RoC-Patna",NA,"C/O S.N.DAS, ADVOCATEHOTEL KUMAR, ROOM NO.5 JAMAL ROAD, PATNA-1 PS. GANDHI MAIDAN Bihar INDIA","Indian Non-Government Company"
"U00240BR1996PTC007312","7-06-1996","SILK KWEENEE OVERSEAS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00","3,000.00","Bihar","RoC-Patna",NA,"H/O SRI UPENDRA MISHRA,ADVOCATE,NAYA TOLA, PS.KAJI MOHAMADPUR, MUZAFFARPUR Bihar INDIA","Indian Non-Government Company"
"U00240BR1998PTC008414","1-04-1998","OM SMRITI TEXTILES PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,000,000.00","780,000.00","Bihar","RoC-Patna",NA,"ANANT RAM LANE,BHAGALPUR BHAGALPUR Bihar INDIA","Indian Non-Government Company"
"U00240BR1999PTC008900","13-07-1999","REENVA CLOTHING PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,000,000.00","30,000.00","Bihar","RoC-Patna",NA,"SITA SARAN LANE,MITHAPUR,PATNA-1 PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U00240BR2001PTC009674","9-11-2001","PARIDHAN SILK PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","500,000.00","100,000.00","Bihar","RoC-Patna",NA,"S. COMPLEX, RAJA BAZAR,PATNA - 23. PATNA Bihar INDIA 800023","Indian Non-Government Company"
"U00242BR1984PTC002079","29-12-1984","SONAL TEXTILES PVT LTD","STRIKE OFF","Private","Company Limited by Shares","200,000.00",NA,"Bihar","RoC-Patna",NA,"MIRACHAI LALI CHOWK, PATNACITY CITY Bihar INDIA","Indian Non-Government Company"
"U00247BR1986PTC002377","3-07-1986","ABHAY POLYTEX PVT LTD","STRIKE OFF","Private","Company Limited by Shares","500,000.00",NA,"Bihar","RoC-Patna",NA,"KULHARIA HOUSE ASHOK RAJPATHPATNA-4. PATNA-4. Bihar INDIA","Indian Non-Government Company"
"U00247BR1988PTC003144","10-10-1988","SHIVA PRINTS PVT LTD","ACTIVE","Private","Company Limited by Shares","2,400,000.00","2,345,500.00","Bihar","RoC-Patna",NA,"K P ROAD PS KOTWALI DISTT.GAYA GAYA Bihar INDIA","Indian Non-Government Company"
"U00247BR1991PTC004299","9-01-1991","MAURYA JUTE INDUSTRIES PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","2,500,000.00","2,405,000.00","Bihar","RoC-Patna",NA,"MATHURIA, MOHALLA, P.O. BIHAR,SARIF DISTT. NALANDA. P.S. MORARPUR. MORARPUR. Bihar INDIA","Indian Non-Government Company"
"U00248BR1996PTC007294","6-06-1996","MURLI TEXTILES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","15,000,000.00","11,610,000.00","Bihar","RoC-Patna",NA,"SUJAGANJ,PS.KOTWALI,DIST. BHAGALPUR DIST. BHAGALPUR Bihar INDIA","Indian Non-Government Company"
"U00250BR1986PTC002504","24-12-1986","R. J. POLY PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","200,000.00","10,000.00","Bihar","RoC-Patna",NA,"DALHATTA MARUF GANG PATNACITY Bihar INDIA","Indian Non-Government Company"
"U00254BR1991PTC004598","6-09-1991","JALALGARH PATSUN UDYOG PVT. LTD.","ACTIVE","Private","Company Limited by Shares","1,500,000.00","1,356,530.00","Bihar","RoC-Patna",NA,"AMLATOLA KATIHAR Bihar INDIA 854105","Indian Non-Government Company"
"U00254BR1995PTC006669","23-08-1995","SHIKHA ENTERPRISES PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00",NA,"Bihar","RoC-Patna",NA,"GOPALGANJ,PS.GOPALGANJ,DIST.GOPALGANJ. DIST.GOPALGANJ. Bihar INDIA","Indian Non-Government Company"
"U00254BR1995PTC006692","6-09-1995","CONCEPT CLOTHINGS (INDIA) PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,500,000.00",NA,"Bihar","RoC-Patna",NA,"ANUPAM KUTI,NORTH S.K.PURI,PS. S.K.PURI, DIST. PATNA. DIST. PATNA. Bihar INDIA","Indian Non-Government Company"
"U00254BR1997PTC008224","11-11-1997","BAGESHWARI JUTE MILLS PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","2,000,000.00","1,932,000.00","Bihar","RoC-Patna",NA,"H/O SRI SIYARAM JAISWAL,BAGESHWARI STAN,GULABAGH, PURNIA. PURNIA Bihar INDIA","Indian Non-Government Company"
"U00254BR2001PTC009589","15-06-2001","BONTEX INDIA PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10,000,000.00","5,070,000.00","Bihar","RoC-Patna",NA,"SUJAGANJP.S.- KOTWALI BHAGALPUR BHAGALPUR Bihar INDIA","Indian Non-Government Company"
"U00262BR1988PTC002992","23-05-1988","EXCEL EXPORTS PVT LTD","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00",NA,"Bihar","RoC-Patna",NA,"NORTH SHRI KRISHNAPURIOPPOSITE MITHILA MOTORS SERVICE STATION PATNA SERVICE STATION PATNA Bihar INDIA","Indian Non-Government Company"
"U00263BR1988PTC002884","2-03-1988","BAJAJ FOAMS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,500,000.00","925,100.00","Bihar","RoC-Patna",NA,"Ground Floor, Shivalaya Market Ashok Rajpath Patna Bihar INDIA 800004","Indian Non-Government Company"
"U00263BR1989PTC003244","17-01-1989","PUJA FOAMS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","2,000.00","Bihar","RoC-Patna",NA,"OLD JAKANPUR P.S.JAKANPUR PATNA Bihar INDIA","Indian Non-Government Company"
"U00263BR1999PTC008963","27-08-1999","SHREEJAN GARMENT & HANDICRAFT PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,100,000.00","309,000.00","Bihar","RoC-Patna",NA,"305,C.R. COMPLEX,R.K.BHATTACHARY,ROAD, PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U00265BR1989PTC003361","27-03-1989","PURVANCHAL COTTAGE INDUSTRIES PVT LTD","STRIKE OFF","Private","Company Limited by Shares","500,000.00",NA,"Bihar","RoC-Patna",NA,"TILAMANJHI, BHAGALPUR. P.S.BHAGALPUR. BHAGALPUR. Bihar INDIA","Indian Non-Government Company"
"U00265BR1989PTC003449","7-06-1989","SHARK APPAREL PVT LTD.","STRIKE OFF","Private","Company Limited by Shares","100,000.00",NA,"Bihar","RoC-Patna",NA,"SITARAM HOUSE, BORING ROAD PATNA. P.S.SRIKRISHNAPUR PATNA. PATNA. Bihar INDIA","Indian Non-Government Company"
"U00265BR1992PTC004846","30-03-1992","BEGUM BAADSHAH DRESSMAKERS PVT. LTD.","ACTIVE","Private","Company Limited by Shares","500,000.00","250,000.00","Bihar","RoC-Patna",NA,"39-40, HIRA PLACE DAK BUNGLOWROAD P.S. KOTWALI PATNA ROAD, P.S. KOTWALI PATNA Bihar INDIA","Indian Non-Government Company"
"U00265BR1996PTC007155","29-03-1996","MRINAL FABRICS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00","2,295,000.00","Bihar","RoC-Patna",NA,"A-21,GANGA APARTMENTS,MAINPURA,PS.PATLIPUTRA, DIST.PATNA. Bihar INDIA","Indian Non-Government Company"
"U00265BR1997PTC007881","23-04-1997","PATLIPUTRA FASHION PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,000,000.00","2,000,000.00","Bihar","RoC-Patna",NA,"N.P.CENTRE,NEW DAK BUNGLOWROAD, PATNA-1. Bihar INDIA 800001","Indian Non-Government Company"
"U00265BR1998PTC008293","7-01-1998","BAISI MARKETING PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00",NA,"Bihar","RoC-Patna",NA,"AT. NEAR KUMHARWA MADARSA,PO.BAISI,PURNIA. PO.BAISI,PURNIA. Bihar INDIA","Indian Non-Government Company"
"U00265BR1998PTC008443","22-04-1998","KARN MARKETING PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00",NA,"Bihar","RoC-Patna",NA,"H/O JANARDA LAL,VILL. & PO. DHLNUH PATAILI, DIST. SAMASTIPUR. DIST. SAMASTIPUR. Bihar INDIA","Indian Non-Government Company"
"U00265BR2000PTC009292","12-05-2000","PARIDHAN CREATIONS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","600,000.00","505,000.00","Bihar","RoC-Patna",NA,"LG-17, N.P. CENTRE NEW DAKBUNGLOW ROAD PATNA- 800 001 PATNA- 800 001 Bihar INDIA","Indian Non-Government Company"
"U00265BR2000PTC009313","2-06-2000","DIGHT DRESSMAKERS (INDIA) PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Bihar","RoC-Patna",NA,"BHADARATHI BHAWAN, NEW CHITRAGUPT NAGAR ROAD NO.2 MULCHAND PATH KANKARBAGH PATNA-20 PATH KANKARBAGH PATNA-20 Bihar INDIA","Indian Non-Government Company"
"U00269BR1987PTC002634","15-05-1987","PACIFIC OVERSEAS EXPORTS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","225,000.00","10,000.00","Bihar","RoC-Patna",NA,"NALA ROAD PATNA Bihar INDIA","Indian Non-Government Company"
"U00269BR1988PTC002955","15-04-1988","SRI RAM REXIN CLOTH MANUFACTUIRNG CO. P. LTD.","STRIKE OFF","Private","Company Limited by Shares","1,600,000.00",NA,"Bihar","RoC-Patna",NA,"VILL.DUBHAL P.O. GAYA P.S. MEDICAL CHANDAUTI DIST GAYA ICAL CHANDAUTI DIST GAYA Bihar INDIA","Indian Non-Government Company"
"U00270BR1988PTC002840","27-01-1988","RAJDHANI WOODCRAFT PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","800,000.00","2,000.00","Bihar","RoC-Patna",NA,"GOSAI TOLA PS- PATLIPUTRA PATNA Bihar INDIA 800013","Indian Non-Government Company"
"U00270BR1998PTC008635","3-11-1998","SURYODAYA INDUSTRIES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10,000,000.00","2,574,070.00","Bihar","RoC-Patna",NA,"2A, 3RD PHASE INDUSTRIAL AREA,FATUA-803201. FATUA-803201. Bihar INDIA","Indian Non-Government Company"
"U00270BR2000PTC009225","29-03-2000","SHREE PLYWOODS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","5,000,000.00","4,013,000.00","Bihar","RoC-Patna",NA,"BEHIND SASHI MARBLEFAJENDRA PATH PATNA PATNA Bihar INDIA","Indian Non-Government Company"
"U00271BR1985PTC002120","26-03-1985","SITAMARHI FLUSHDOOR INDUSTRIES PVT LTD","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00",NA,"Bihar","RoC-Patna",NA,"KOAT BAZAR SITAMARHI UNDERP.S.SITAMARHI,SADAR P.S.SITAMARHI,SADAR Bihar INDIA","Indian Non-Government Company"
"U00271BR1987PTC002678","10-07-1987","SURENDRA PLYWOOD INDUSTRIES PVT LTD","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00",NA,"Bihar","RoC-Patna",NA,"42, SURYA APPARTMENT FRASERROAD, PATNA ROAD, PATNA Bihar INDIA","Indian Non-Government Company"
"U00271BR1988PTC003046","29-06-1988","T M S BOARDS & INDUSTRIES PVT LTD","STRIKE OFF","Private","Company Limited by Shares","100,000.00",NA,"Bihar","RoC-Patna",NA,"MOFARGANJ,KATIHAR,P.S.-KATIHAR,BIHAR. P.S.-KATIHAR,BIHAR. Bihar INDIA","Indian Non-Government Company"
"U00271BR1989PLC003488","21-07-1989","JANKI PARTICLE BOARD LTD.","STRIKE OFF","Public","Company Limited by Shares","10,005,000.00",NA,"Bihar","RoC-Patna",NA,"M-38, ROAD, NO. 26, SRIKRISHNA NAGAR, PATNA. KRISHNA NAGAR, PATNA. Bihar INDIA","Indian Non-Government Company"
"U00271BR1990PTC004180","24-09-1990","JAGDAMBA PLY BOARD INDUSTRIES PVT.LTD.","ACTIVE","Private","Company Limited by Shares","10,000,000.00","10,000,000.00","Bihar","RoC-Patna",NA,"ASHIANA CHAMBERS EXHIBITION RDPATNA-1. P.S. GANDHI MAIDAN, PATNA. PATNA. Bihar INDIA","Indian Non-Government Company"
