"CORPORATE_IDENTIFICATION_NUMBER","DATE_OF_REGISTRATION","COMPANY_NAME","COMPANY_STATUS","COMPANY_CLASS","COMPANY_CATEGORY","AUTHORIZED_CAPITAL","PAIDUP_CAPITAL","REGISTERED_STATE","REGISTRAR_OF_COMPANIES","PRINCIPAL_BUSINESS_ACTIVITY","REGISTERED_OFFICE_ADDRESS","SUB_CATEGORY"
"L01111UP1985PLC010776","9-09-1985","AMRIT AGRO INDUSTRIES LIMITED","ACTIVE","Public","Company Limited by Shares","70,000,000.00","30,000,000.00","Uttar Pradesh","RoC-Kanpur","Agriculture and Allied Activities","CM-28 (FIRST FLOOR), GAGAN ENCLAVE AMRIT NAGAR, G T ROAD GHAZIABAD Uttar Pradesh INDIA 201009","Indian Non-Government Company"
"L01112UP1989PLC011004","2-08-1989","SHRI GANG INDUSTRIES AND ALLIED PRODUCTS LIMITED","ACTIVE","Public","Company Limited by Shares","85,000,000.00","79,300,000.00","Uttar Pradesh","RoC-Kanpur","Agriculture and Allied Activities","A-26 UPSIDC INDUSTRIAL ARESIKANDRABAD BULANDSHAHAR UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"L01115UP1991PLC020260","16-01-1991","VENUS SUGAR LIMITED","ACTIVE","Public","Company Limited by Shares","650,000,000.00","412,000,000.00","Uttar Pradesh","RoC-Kanpur","Agriculture and Allied Activities","SHIV SHAKTI NAGAR TEH CHANDAUSI MORADABAD UTTAR PRADESH Uttar Pradesh INDIA 202412","Indian Non-Government Company"
"L01131UP1980PLC004984","10-04-1980","BANARAS BEADS LIMITED","ACTIVE","Public","Company Limited by Shares","120,000,000.00","66,134,720.00","Uttar Pradesh","RoC-Kanpur","Agriculture and Allied Activities","A-1INDUSTRAL ESTATE VARANASI UTTAR PRADESH Uttar Pradesh INDIA 221106","Indian Non-Government Company"
"L01300UP1992PLC014829","21-10-1992","SAHAS AGRO LIMITED","DORMANT","Public","Company Limited by Shares","2,000,000.00","670,000.00","Uttar Pradesh","RoC-Kanpur","Agriculture and Allied Activities","MEERUT ROAD MAWANA MEERUT UTTAR PRADESH Uttar Pradesh INDIA 250401","Indian Non-Government Company"
"L01403UP1992PLC014751","22-09-1992","BALAJI STEEL TUBES AND PIPES LIMITED","ACTIVE","Public","Company Limited by Shares","67,500,000.00","51,938,100.00","Uttar Pradesh","RoC-Kanpur","Agriculture and Allied Activities","84/20, J.K. IRON MILL COMPOUND FAZALGUNJ KANPUR Uttar Pradesh INDIA 208012","Indian Non-Government Company"
"L01406UP1969PLC003268","21-08-1969","J K SATOH AGRICULTURAL MACHINES LIMITED","ACTIVE","Public","Company Limited by Shares","25,000,000.00","16,399,630.00","Uttar Pradesh","RoC-Kanpur","Agriculture and Allied Activities","FLAT NO.514,KALPANA PLAZA, 24/147A,BIRHANA ROAD, KANPUR Uttar Pradesh INDIA 208001","Indian Non-Government Company"
"L02001UP1998PLC023984","21-01-1998","SPARK UNIGLOBE LIMITED","AMALGAMATED","Public","Company Limited by Shares","10,000,000.00","540,980.00","Uttar Pradesh","RoC-Kanpur","Agriculture and Allied Activities","603, CITY CENTRE, 63/2, THEMALL, KANPUR Uttar Pradesh INDIA","Indian Non-Government Company"
"L02412UP1982PLC005605","23-03-1982","HEMKUNT TIMBERS LIMITED","ACTIVE","Public","Company Limited by Shares","15,000,000.00","9,862,500.00","Uttar Pradesh","RoC-Kanpur",NA,"C-11 SITE-1 PANKI INDUSTRIALAREA KANPUR UTTAR PRADESH Uttar Pradesh INDIA 208022","Indian Non-Government Company"
"L11101UP1993PLC015265","2-04-1993","BASIL CHEMICALS AND ADDITIVES LIMITED","ACTIVE","Public","Company Limited by Shares","115,000,000.00","60,238,000.00","Uttar Pradesh","RoC-Kanpur","Mining & Quarrying","25A/30 FIRST FLOOR LEADER ROAD ALLAHABAD Uttar Pradesh INDIA 211003","Indian Non-Government Company"
"L11102UP1963PLC002971","21-11-1963","INDIAN AIR GASES LIMITED","ACTIVE","Public","Company Limited by Shares","10,000,000.00","5,097,700.00","Uttar Pradesh","RoC-Kanpur","Mining & Quarrying","G. T. ROAD MUGHALSARAI MUGHALSARAI Uttar Pradesh INDIA 232101","Indian Non-Government Company"
"L14101UP1977PLC021546","18-05-1977","ORIENT BELL LIMITED","ACTIVE","Public","Company Limited by Shares","550,000,000.00","138,155,510.00","Uttar Pradesh","RoC-Kanpur","Mining & Quarrying","8, INDUSTRIAL AREA,SIKANDRABAD -203 205. DISTT.- BULANDSHAHR (U.P.) Uttar Pradesh INDIA","Indian Non-Government Company"
"L14106UP1995PLC019017","15-11-1995","JAIPRAKASH ASSOCIATES LIMITED","ACTIVE","Public","Company Limited by Shares","25,600,000,000.00","4,864,913,950.00","Uttar Pradesh","RoC-Kanpur","Mining & Quarrying","SECTOR 128, NOIDA UP Uttar Pradesh INDIA 201304","Indian Non-Government Company"
"L15111UP1982PLC005660","21-05-1982","DARSHAN OILS LIMITED","DORMANT","Public","Company Limited by Shares","50,000,000.00","40,563,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","UDAI SINGH JAIN ROADALIGARH ALIGARH UTTAR PRADESH Uttar Pradesh INDIA 202001","Indian Non-Government Company"
"L15111UP1992PLC014942","2-12-1992","UMANG DAIRIES LIMITED","ACTIVE","Public","Company Limited by Shares","210,000,000.00","145,916,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","GAJRAULA HASANPUR ROAD GAJRAULA Uttar Pradesh INDIA 244235","Indian Non-Government Company"
"L15113UP1946PLC001400","12-01-1946","COMMERCIAL MOTORS LIMTED","ACTIVE","Public","Company Limited by Shares","2,400,000.00","2,000,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","11 M G ROAD LUCKNOW UTTAR PRADESH Uttar Pradesh INDIA 226001","Indian Non-Government Company"
"L15136UP1988PLC010084","27-09-1988","RAMPUR FERTILIZERS LIMITED","ACTIVE","Public","Company Limited by Shares","50,000,000.00","36,713,620.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","JUDGESBAREILLY ROAD RAMPUR UTTAR PRADESH Uttar Pradesh INDIA 244901","Indian Non-Government Company"
"L15140UP1989PLC011396","17-11-1989","JVL AGRO INDUSTRIES LIMITED","ACTIVE","Public","Company Limited by Shares","225,500,000.00","167,940,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","JHUNJHUNWALABHAWAN NATI IMLI VRANASI UTTAR PRADESH Uttar Pradesh INDIA 221001","Indian Non-Government Company"
"L15141UP1940PLC000946","29-03-1940","AMRIT CORP. LIMITED","ACTIVE","Public","Company Limited by Shares","250,000,000.00","32,132,310.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","CM-28 (FIRST FLOOR), GAGAN ENCLAVE AMRIT NAGAR, G T ROAD GHAZIABAD Uttar Pradesh INDIA 201009","Indian Non-Government Company"
"L15142UP1986PLC008012","4-07-1986","J S P OILS AND FATS LIMITED","DORMANT","Public","Company Limited by Shares","3,000,000.00","5,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","45 MIG JANAKPURIBARELLY BARELLY UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"L15142UP1987PLC008717","30-04-1987","VEGEPRO FOODS AND FEEDS LIMITED","ACTIVE","Public","Company Limited by Shares","300,000,000.00","257,800,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","A-2 RAHIYA INDUSTRIAL ESTATEKALPI ROAD ORAI JALAUN UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"L15249UP1933PLC000511","22-05-1933","DHAMPUR SUGAR MILLS LIMITED","ACTIVE","Public","Company Limited by Shares","1,830,000,000.00","840,626,350.00","Uttar Pradesh","RoC-Kanpur",NA,"DISTT. BIJNOR DHAMPUR Uttar Pradesh INDIA 246761","Indian Non-Government Company"
"L15419UP1983PLC005918","10-01-1983","WELGA FOODS LIMITED","ACTIVE","Public","Company Limited by Shares","30,000,000.00","16,414,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","SHIAMNAGAR BUDAUN UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"L15420UP1931PLC065243","24-11-1931","BAJAJ HINDUSTHAN SUGAR LIMITED","ACTIVE","Public","Company Limited by Shares","2,710,000,000.00","639,399,911.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","Golagokaranath Lakhimpur Kheri Uttar Pradesh INDIA 262802","Indian Non-Government Company"
"L15421UP1932PLC022174","27-07-1932","TRIVENI ENGINEERING AND INDUSTRIES LIMITED","ACTIVE","Public","Company Limited by Shares","700,000,000.00","257,945,110.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","DEOBAND saharanpur Uttar Pradesh INDIA 247554","Indian Non-Government Company"
"L15421UP1932PLC025141","10-08-1932","UPPER GANGES SUGAR AND INDUSTRIES LIMITED","ACTIVE","Public","Company Limited by Shares","500,000,000.00","415,572,390.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","P.O.-SEOHARA, DISTT-BIJNOR U.P. Uttar Pradesh INDIA 246746","Indian Non-Government Company"
"L15421UP1971PLC003492","17-12-1971","K M SUGAR MILLS LIMITED","ACTIVE","Public","Company Limited by Shares","200,000,000.00","184,000,340.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","11 MOTI BHAWAN COLLECTOR GANJ KANPUR UTTAR PRADESH Uttar Pradesh INDIA 208001","Indian Non-Government Company"
"L15421UP1991PLC019160","3-05-1991","SBEC SUGAR LIMITED","ACTIVE","Public","Company Limited by Shares","1,000,000,000.00","476,538,800.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","VILL: LOYAN MALAKPUR,TEH: BARAUT BAGHPAT UTTAR PRADESH Uttar Pradesh INDIA 250611","Indian Non-Government Company"
"L15421UP1993PLC018642","1-11-1993","DWARIKESH SUGAR INDUSTRIES LIMITED","ACTIVE","Public","Company Limited by Shares","540,000,000.00","474,146,760.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","DWARIKESH NAGAR BIJNORE BIJNORE Uttar Pradesh INDIA 246762","Indian Non-Government Company"
"L15422UP1980PLC005012","23-05-1980","GULSHAN SUGARS AND CHEMICALS LIMITED","AMALGAMATED","Public","Company Limited by Shares","162,500,000.00","102,499,512.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","9 THKMJANSATH ROAD MUZAFFAR NAGAR UTTAR PRADESH Uttar Pradesh INDIA 251001","Indian Non-Government Company"
"L15429UP1932PLC000469","18-11-1932","MODI INDUSTRIES LIMITED","ACTIVE","Public","Company Limited by Shares","50,000,000.00","37,142,240.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","P O MODI NAGARMODI NAGAR MODI NAGAR UTTAR PRADESH Uttar Pradesh INDIA 201204","Indian Non-Government Company"
"L15432UP1932PLC025186","26-07-1932","THE OUDH SUGAR MILLS LIMITED","ACTIVE","Public","Company Limited by Shares","1,200,000,000.00","760,442,850.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","POST-HARGAONDISTRICT-SITAPUR HARGAON UTTAR PRADESH Uttar Pradesh INDIA 261121","Indian Non-Government Company"
"L16003UP1994PLC016225","18-03-1994","RTCL LIMITED","ACTIVE","Public","Company Limited by Shares","150,000,000.00","120,011,700.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","MANDHANA BITHOOR ROAD VILLAGE CHOUDRIPUR,BITHORE KANPUR Uttar Pradesh INDIA 209201","Indian Non-Government Company"
"L16008UP1983PLC006254","17-09-1983","KOTHARI PRODUCTS LIMITED.","ACTIVE","Public","Company Limited by Shares","210,000,000.00","198,959,100.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","PAN PARAG HOUSE24/19 THE MALL KANPUR UTTAR PRADESH Uttar Pradesh INDIA 208001","Indian Non-Government Company"
"L17111UP1911GOI000106","16-11-1911","ELGIN MILLS COMPANY LIMTED","UNDER LIQUIDATION","Public","Company Limited by Shares","14,200,000.00","10,970,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Textiles)","16/8 Sutherland House Civil Lines KANPUR UTTAR PRADESH Uttar Pradesh INDIA","Union Government Company"
"L17111UP1924PLC000275","24-10-1924","J. K. COTTON LIMITED","ACTIVE","Public","Company Limited by Shares","250,000,000.00","237,349,500.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Textiles)","KAMLA TOWER KANPUR Uttar Pradesh INDIA 208001","Indian Non-Government Company"
"L17111UP1946PLC001428","25-02-1946","MODI SPINNING AND WEAVING MILLS COMPANY LIMITED","ACTIVE","Public","Company Limited by Shares","100,000,000.00","53,299,068.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Textiles)","MODI NAGARDISTRICT GHAZIABAD GHAZIABAD UTTAR PRADESH Uttar Pradesh INDIA 201201","Indian Non-Government Company"
"L17111UP1974PLC003979","9-09-1974","JINDAL POLY FILMS LIMITED","ACTIVE","Public","Company Limited by Shares","1,800,000,000.00","420,477,130.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Textiles)","19TH K M HAPUR BULANDSHAHR ROAD P O GULAOTHI BULANDSHAHR Uttar Pradesh INDIA 245408","Indian Non-Government Company"
"L17111UP1983PLC006221","23-08-1983","MODI TELE FIBRES LIMITED","UNDER LIQUIDATION","Public","Company Limited by Shares","2,500,000.00","220,700.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Textiles)","MODINAGAR MODI NAGAR UTTAR PRADESH Uttar Pradesh INDIA 201201","Indian Non-Government Company"
"L17111UP1984PLC006586","14-06-1984","CLASSIC COMMERICAL LIMITED","ACTIVE","Public","Company Limited by Shares","15,000,000.00","15,000,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Textiles)","63/2 THE MALL 4THFLOOR CITY CENTRE KANPUR UTTAR PRADESH Uttar Pradesh INDIA 208001","Indian Non-Government Company"
"L17111UP1986PLC008103","13-08-1986","PRUDENTIAL MERCHANTS AND TRADERS LIMITED","AMALGAMATED","Public","Company Limited by Shares","11,000,000.00","10,462,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Textiles)","22/134SHRI DWARIKADHISH ROAD KANPUR UTTAR PRADESH Uttar Pradesh INDIA 208001","Indian Non-Government Company"
"L17111UP1986PLC008104","13-08-1986","PADAMSHREE PROJECTS LIMITED","AMALGAMATED","Public","Company Limited by Shares","15,000,000.00","11,756,250.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Textiles)","22/134SHRI DWARIKADHISH ROAD KANPUR UTTAR PRADESH Uttar Pradesh INDIA 208001","Indian Non-Government Company"
"L17111UP1987PLC008725","5-05-1987","NIDHI COMMERCIAL ENTERPRISES LIMITED.","AMALGAMATED","Public","Company Limited by Shares","15,000,000.00","10,000,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Textiles)","22/134 SHRI DWARIKADHEESH RAOD KIANPUR UTTAR PRASEH Uttar Pradesh INDIA 208001","Indian Non-Government Company"
"L17111UP1988PLC009594","2-05-1988","SYBLY INDUSTRIES LIMITED","ACTIVE","Public","Company Limited by Shares","700,000,000.00","407,161,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Textiles)","PAWAN PURI MURADNAGAR GHAZIABAD Uttar Pradesh INDIA 201206","Indian Non-Government Company"
"L17111UP1990PLC012122","25-07-1990","GARLON POLYFAB INDUSTRIES LIMITED","ACTIVE","Public","Company Limited by Shares","50,000,000.00","46,132,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Textiles)","15/79-B, LOWER GROUND FLOOR, SUNRISE APARTMENT, CIVIL LINES, KANPUR Uttar Pradesh INDIA 208001","Indian Non-Government Company"
"L17112UP1993PLC022479","26-04-1993","SAMTEX FASHIONS LIMITED","ACTIVE","Public","Company Limited by Shares","160,000,000.00","149,000,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Textiles)","PLOT NO.134-135 NSEZ PHASE-II NOIDA UP Uttar Pradesh INDIA 201305","Indian Non-Government Company"
"L17113UP1979PLC004804","23-08-1979","PRAKASH WOOLLEN MILLS LIMITED","ACTIVE","Public","Company Limited by Shares","120,000,000.00","102,597,500.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Textiles)","18TH KM STONE, DELHI MORADABAD ROAD DELHI MORADABAD ROAD NH-24,VILLAGE AMHERA DISTT J P NAGAR Uttar Pradesh INDIA 244102","Indian Non-Government Company"
"L17115UP1984PLC006824","13-11-1984","SWASTIK MERCANTILES LIMITED","ACTIVE","Public","Company Limited by Shares","10,000,000.00","9,800,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Textiles)","324 MODEL TOWN PANDU NAGAR KANPUR U P Uttar Pradesh INDIA 208005","Indian Non-Government Company"
"L17115UP1987PLC008512","29-01-1987","USHA POLYTEX LIMITED","ACTIVE","Public","Company Limited by Shares","15,000,000.00","10,000,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Textiles)","63/2 THE MALL4TH FLOOR CITY CENTRE KANPUR UTTAR PRADESH Uttar Pradesh INDIA 208001","Indian Non-Government Company"
"L17118UP1985PLC026582","21-01-1985","AVON MERCANTILE LIMITED","ACTIVE","Public","Company Limited by Shares","75,000,000.00","74,773,900.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Textiles)","S GLOBAL KNOWLEDGE PARK 19A & 19B, SECTOR-125, NOIDA Uttar Pradesh INDIA 201301","Indian Non-Government Company"
"L17119UP1981PLC005212","24-02-1981","FRONTIER SPRINGS LIMITED.","ACTIVE","Public","Company Limited by Shares","51,000,000.00","39,385,110.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Textiles)","E 14, PANKI INDUSTRIAL AREA, SITE I, KANPUR Uttar Pradesh INDIA 208022","Indian Non-Government Company"
"L17122UP1988PLC009985","31-08-1988","SHRI LAKSHMI COTSYN LIMITED","ACTIVE","Public","Company Limited by Shares","500,000,000.00","284,706,450.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Textiles)","19/X-1KRISHNAPURAM KANPUR UTTAR PRADESH Uttar Pradesh INDIA 208007","Indian Non-Government Company"
"L17123UP1986PLC026886","10-11-1986","SHAMKEN MULTIFAB LIMITED","ACTIVE","Public","Company Limited by Shares","625,000,000.00","303,345,534.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Textiles)","94 KM STONE, DELHI MATHURAROAD KHASRA NO. 316 & 318, VILL.- KOTWAN, MATHURA Uttar Pradesh INDIA","Indian Non-Government Company"
"L17123UP1987PLC026885","18-03-1987","SHAMKEN COTSYN LIMITED","ACTIVE","Public","Company Limited by Shares","350,000,000.00","170,400,660.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Textiles)","94 KM STONE, DELHI MATHOADURA R VILL.- KOTWAN MATHURA Uttar Pradesh INDIA 281403","Indian Non-Government Company"
"L17132UP1984PLC006819","9-11-1984","SAURABH INDUSTRIAL FINANCING LIMITED","ACTIVE","Public","Company Limited by Shares","10,000,000.00","9,800,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Textiles)","63/2 CITY CENTRE4TH FLOOR THE MALL KANPUR U P Uttar Pradesh INDIA 208001","Indian Non-Government Company"
"L17222UP1972PLC004772","4-09-1972","BIRLA TRANSASIA CARPETS LIMITED","ACTIVE","Public","Company Limited by Shares","70,000,000.00","28,350,290.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Textiles)","PLOT NO 3&4INDRUTRIAL AREA SIKANDARABAD U P Uttar Pradesh INDIA 203205","Indian Non-Government Company"
"L17226UP1973PLC003746","21-07-1973","SHRI BHOLANATH CARPETS LIMITED","ACTIVE","Public","Company Limited by Shares","60,000,000.00","48,000,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Textiles)","G.T. Road, Kachhawan Varanasi Uttar Pradesh INDIA 221307","Indian Non-Government Company"
"L17229UP1994PLC017199","24-11-1994","J. K. CEMENT LIMITED.","ACTIVE","Public","Company Limited by Shares","800,000,000.00","699,272,500.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Textiles)","KAMLA TOWER KANPUR Uttar Pradesh INDIA 208001","Indian Non-Government Company"
"L17297UP1987PLC008511","29-01-1987","CENTURY POLYTEX LIMITED","ACTIVE","Public","Company Limited by Shares","10,000,000.00","10,000,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Textiles)","63/2 THE MALL4TH FLOOR CITY CENTRE KANPUR UTTAR PRADESH Uttar Pradesh INDIA 208001","Indian Non-Government Company"
"L17297UP1990PLC012592","28-12-1990","SHAMKEN SPINNERS LIMITED","ACTIVE","Public","Company Limited by Shares","700,000,000.00","454,386,500.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Textiles)","94 KM STONE DELHI-MATURAROAD VILLAGE KOTWAN MATHURA UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"L19111UP1990PLC012053","5-07-1990","ACE EXPORTS LIMITED","ACTIVE","Public","Company Limited by Shares","75,000,000.00","53,928,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Leather & products thereof)","20/157PATKAPUR KANPUR UTTAR PRADESH Uttar Pradesh INDIA 208001","Indian Non-Government Company"
"L19113UP1996PLC021203","30-12-1996","PRETTO LEATHER INDUSTRIES LIMITED","ACTIVE","Public","Company Limited by Shares","80,000,000.00","78,000,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Leather & products thereof)","149, CIVIL LINES OPP. ADM COMPOUND BAREILLY Uttar Pradesh INDIA 243001","Indian Non-Government Company"
"L19129UP1979PLC004821","5-09-1979","MIRZA INTERNATIONAL LIMITED","ACTIVE","Public","Company Limited by Shares","450,000,000.00","185,412,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Leather & products thereof)","14/6CIVIL LINES KANPUR UTTAR PRADESH Uttar Pradesh INDIA 208001","Indian Non-Government Company"
"L19131UP1976PLC004251","30-03-1976","BHARAT LEATHER CORPORATION LIMITED","UNDER LIQUIDATION","Public","Company Limited by Shares","100,000,000.00","57,216,000.00","Uttar Pradesh","RoC-Kanpur",NA,"9/4SANJAY PLACE AGRA UTTAR PRADESH Uttar Pradesh INDIA 282002","Indian Non-Government Company"
"L19131UP1984PLC006421","6-02-1984","SUPER TANNERY LIMITED","ACTIVE","Public","Company Limited by Shares","110,000,000.00","107,973,360.00","Uttar Pradesh","RoC-Kanpur",NA,"187/170 JAJMAU KANPUR Uttar Pradesh INDIA 208010","Indian Non-Government Company"
"L21011UP1991PLC012909","20-03-1991","SHEFALI PAPERS LIMITED","ACTIVE","Public","Company Limited by Shares","35,000,000.00","16,148,500.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Paper & Paper products, Publishing, printing and reproduction of recorded media)","TAPRI NAGAL ROAD SHEKH PURA KADEEM SAHARANPUR Uttar Pradesh INDIA 247001","Indian Non-Government Company"
"L21012UP1989PLC010589","28-03-1989","PARIJAT PAPER MILLS LIMITED","ACTIVE","Public","Company Limited by Shares","35,000,000.00","32,900,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Paper & Paper products, Publishing, printing and reproduction of recorded media)","VILL-JAT MUJHERA 10.6 km STONE BHOPA ROAD MUZAFFARNAGAR Uttar Pradesh INDIA 226001","Indian Non-Government Company"
"L21012UP1990PLC011878","8-05-1990","CHADHA PAPERS LIMITED","ACTIVE","Public","Company Limited by Shares","105,000,000.00","102,040,400.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Paper & Paper products, Publishing, printing and reproduction of recorded media)","CHADHA ESTATE NANITAL ROADBILASPUR RAMPUR UTTAR PRADESH Uttar Pradesh INDIA 244921","Indian Non-Government Company"
"L21015UP1979PLC004783","6-07-1979","SHREE BHAWANI PAPER MILLS LIMITED","ACTIVE","Public","Company Limited by Shares","352,500,000.00","348,272,240.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Paper & Paper products, Publishing, printing and reproduction of recorded media)","33DAYANAND MARG ALLAHABAD UTTAR PRADESH Uttar Pradesh INDIA 211002","Indian Non-Government Company"
"L21015UP1980PLC005138","25-11-1980","SANGAL PAPERS LIMITED","ACTIVE","Public","Company Limited by Shares","70,000,000.00","13,072,600.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Paper & Paper products, Publishing, printing and reproduction of recorded media)","VILLAGE BHAINSA,22 KM MAWANA ROAD MEERUT U P Uttar Pradesh INDIA","Indian Non-Government Company"
"L21015UP1981PLC005409","8-09-1981","G R PAPER MILLS LIMITED","DORMANT","Public","Company Limited by Shares","5,000,000.00","507,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Paper & Paper products, Publishing, printing and reproduction of recorded media)","BAZAR JATAMROHA DISTT J P NAGAR AMROHA U P Uttar Pradesh INDIA 244221","Indian Non-Government Company"
"L21015UP1989PLC011200","22-09-1989","ANAND DUPLEX LIMITED","ACTIVE","Public","Company Limited by Shares","40,000,000.00","37,065,600.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Paper & Paper products, Publishing, printing and reproduction of recorded media)","9TH KM MAWANA ROADVILL SAINOI MEERUT UTTAR PRADESH Uttar Pradesh INDIA 250006","Indian Non-Government Company"
"L21019UP1970PLC003363","29-09-1970","CHEMOPULP TISSUES LIMITED","ACTIVE","Public","Company Limited by Shares","21,500,000.00","5,092,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Paper & Paper products, Publishing, printing and reproduction of recorded media)","A-4 SECTOR-XXIIMEERUT ROAD GHAZIABAD UTTAR PRADESH Uttar Pradesh INDIA 201003","Indian Non-Government Company"
"L21093UP1998PLC023225","10-03-1998","INDO GULF FERTILISERS LIMITED","AMALGAMATED","Public","Company Limited by Shares","750,000,000.00","2,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Paper & Paper products, Publishing, printing and reproduction of recorded media)","POST JAGDISHPURINDUSTRIAL AREA DISTRICT-SULTANPUR UTTAR PRADESH Uttar Pradesh INDIA 227817","Indian Non-Government Company"
"L21098UP2012PLC048300","11-01-2012","GENUS PAPER & BOARDS LIMITED","ACTIVE","Public","Company Limited by Shares","260,000,000.00","257,125,940.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Paper & Paper products, Publishing, printing and reproduction of recorded media)","Kanth Road Village Aghwanpur Moradabad Uttar Pradesh INDIA 244001","Indian Non-Government Company"
"L22022UP1982PLC005759","3-09-1982","PRABHAT SECURITIES LIMITED","ACTIVE","Public","Company Limited by Shares","55,000,000.00","29,000,070.00","Uttar Pradesh","RoC-Kanpur",NA,"SATYAM 4/276 PARWATI BAGLA ROAD KANPUR UTTAR PRADESH Uttar Pradesh INDIA 208002","Indian Non-Government Company"
"L22121UP1983PLC006177","19-07-1983","MORN MEDIA LIMITED","ACTIVE","Public","Company Limited by Shares","15,000,000.00","5,000,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Paper & Paper products, Publishing, printing and reproduction of recorded media)","JAGRAN BUILDING2 SARVODAYA NAGAR KANPUR U P Uttar Pradesh INDIA 208005","Indian Non-Government Company"
"L22210UP1972PLC030031","15-03-1972","CALCUTTA SECURITY PRINTERS LIMITED","ACTIVE","Public","Company Limited by Shares","10,000,000.00","4,290,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Paper & Paper products, Publishing, printing and reproduction of recorded media)","12/478 MACROBBERT GANJ KANPUR Uttar Pradesh INDIA 208001","Indian Non-Government Company"
