"CORPORATE_IDENTIFICATION_NUMBER","DATE_OF_REGISTRATION","COMPANY_NAME","COMPANY_STATUS","COMPANY_CLASS","COMPANY_CATEGORY","AUTHORIZED_CAPITAL","PAIDUP_CAPITAL","REGISTERED_STATE","REGISTRAR_OF_COMPANIES","PRINCIPAL_BUSINESS_ACTIVITY","REGISTERED_OFFICE_ADDRESS","SUB_CATEGORY"
"U15139UP2009PTC038753","24-11-2009","GLOBUS AGRITECH PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","19, LAXMANPURI FAIZABAD ROAD LUCKNOW Uttar Pradesh INDIA 226016","Indian Non-Government Company"
"U15139UP2010PTC039800","8-03-2010","BETA EDIBLES PROCESSING PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,200,000.00","100,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","Shop No. 1 & 2, First Floor Vidhya Complex, Peeplani Katra Varanasi Uttar Pradesh INDIA 221002","Indian Non-Government Company"
"U15139UP2011PLC045317","17-06-2011","M. L. AGRITECH LIMITED","ACTIVE","Public","Company Limited by Shares","4,000,000.00","700,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","32, ARYA NAGAR KANKER KHERA MEERUT Uttar Pradesh INDIA 250001","Indian Non-Government Company"
"U15139UP2011PTC046571","12-09-2011","SPS AGRITECH PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","HOUSE NO.-2 UPSEB ENGINEERS SOCIETY, SECTOR-P-4 GREATER NOIDA Uttar Pradesh INDIA 201308","Indian Non-Government Company"
"U15140UP1975PTC004050","8-01-1975","ORIENTAL CHEMICAL AND OIL PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","250,000.00","4,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","8/52 +ARYA NAGAR KANPUR UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15140UP1976PTC004319","7-08-1976","RATAN OIL INDUSTRIES PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","100,000.00","2,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","10/22HATHRUS ROAD AGRA UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15140UP1976SGC004286","26-05-1976","HANDLOOM INTENSIVE DEVELOPMENT CORPORATION GORAKHPUR BASTI LMITED","STRIKE OFF","Public","Company Limited by Shares","10,000,000.00","300,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","INDUSTRIAL ESTATEGORAKHPUR GORAKHPUR UTTAR PRADESH Uttar Pradesh INDIA 273015","State Government Company"
"U15140UP1977PTC004430","6-06-1977","SHAMLI SERVICES STATION PVT LTD","STRIKE OFF","Private","Company Limited by Shares","100,000.00",NA,"Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","ASHOKA THEATRE DELHI ROADSHAMLI- MUZAFFARNAGAR SHAMLI- MUZAFFARNAGAR Uttar Pradesh INDIA","Indian Non-Government Company"
"U15140UP1977PTC004431","14-06-1977","MANGLIK OIL INDUSTRIES PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","2,000,000.00","202,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","KANCHAN BAZAR DHANAURADIST MORADABAD MORADABAD UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15140UP1983PTC006352","14-12-1983","SAHAI TRACTOR AUTOMOBILES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","870,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","434CIVIL LINES, BULANDSHAHAR UTTAR PRADESH Uttar Pradesh INDIA 203001","Indian Non-Government Company"
"U15140UP1987PTC008789","8-06-1987","NIKHIL OIL MILL PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","1,000,000.00","160,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","HIND THEATREBUILDING LUCKNOW UTTAR PRAEDSH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15140UP1988PTC009717","7-06-1988","K R OIL INDUSTRIES PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","2,400,000.00","2,385,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","VILLAGE MADHABAREILLY ROAD SHAHJAHANPUR UTTAR PRADESH Uttar Pradesh INDIA 242001","Indian Non-Government Company"
"U15140UP1988PTC010267","6-12-1988","GAGANSALES AND SERVICES PVT LTD","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00","1,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","202 HIMALYA APARTMENTS,75 RAJPUR ROAD DEHRADUN UR ROAD DEHRADUN Uttar Pradesh INDIA","Indian Non-Government Company"
"U15140UP1991PTC013893","27-12-1991","BRIDHI OILS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10,000,000.00","9,891,500.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","SUMER SAGARGORAKHPUR GORAKHPUR UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15140UP2004PTC029090","21-09-2004","OSAKA ORGANICS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","500,000.00","450,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","C-356 RAJAJI PURAM LUCKNOW Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP1934GAP000590","7-06-1934","UP OIL MILLER ASSOCIATION","ACTIVE","Public","Company Limited by Guarantee",NA,NA,"Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","128, CLYDE HOUSE, IIIRD FLOOR, OPP. HEER PALACE THE MALL KANPUR Uttar Pradesh INDIA","Guarantee and association Company"
"U15141UP1936PLC000738","20-06-1936","THE NORTHERN INDIA OIL INDUSTRIES LTD.","UNDER LIQUIDATION","Public","Company Limited by Shares","1,000,000.00","1,000,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","RAIPURWA KANPUR. RAIPURWA KANPUR. Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP1949PLC002186","26-09-1949","INDO FOREIGN TRADING COMPANY LIMITED","STRIKE OFF","Public","Company Limited by Shares","200,000.00","5,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","41HAJRAT GANJ LUCKNOW UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP1968PLC003204","28-06-1968","BANSIDHAR DURGADUTT LIMITED","ACTIVE","Public","Company Limited by Shares","1,000,000.00","500,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","6/105,Kachora Bazar Belan Ganj AGRA Uttar Pradesh INDIA 282003","Indian Non-Government Company"
"U15141UP1974PTC003915","23-05-1974","TIRUPATI OIL INDUSTRIES PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00","10,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","NAKA HINDOLALUCKNOW LUCKNOW UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP1981PTC005276","22-04-1981","ETAH OIL AND GENERAL MILLS PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","200,000.00","139,670.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","YADAV NAGARETAH ETAH UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP1983PTC006240","6-09-1983","M.K.OIL AND DETERGENT PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","2,000,000.00",NA,"Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","6 FACTORY AREAFAZALGANJ KANPUR UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP1983PTC006249","13-09-1983","BISHWA SHANTI OIL AND GENERAL MILLS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","2,500,000.00","20,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","SANJAY GANDHI MARGCHANDAUSI MORADABAD UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP1984PTC006501","31-03-1984","MADHUR OILS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","2,500,000.00","2,000,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","VARDHMANJAIN MARKET KAMPIL UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP1984PTC006541","7-05-1984","A.G.SOLVEX PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","750,000.00","7,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","3/24VISHNUPURI KANPUR UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP1985PTC007372","4-09-1985","VIMALA OIL MILLS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","4,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","21/10 FREEGANJ AGRA UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP1987PTC008675","9-04-1987","KASTURI OIL MILL PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","4,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","3/42 SHANKERGANJCHHATTA BAZAR AGRA UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP1988PLC009774","23-06-1988","A.D. RICE MILLS LIMITED","ACTIVE","Public","Company Limited by Shares","15,000,000.00","12,730,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","UDAI SINGHJAIN ROAD ALIGARH UTTAT PRADESH Uttar Pradesh INDIA 202001","Indian Non-Government Company"
"U15141UP1988PLC009954","19-08-1988","LAKHIMPUR OIL AND FATS LIMTED","STRIKE OFF","Public","Company Limited by Shares","5,000,000.00","10,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","L.R.P ROADLAKHIMPUR KHERI LAKHIMPUR KHERI UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP1988PLC010287","14-12-1988","SETH VANASPATI MILLS LIMITED","STRIKE OFF","Public","Company Limited by Shares","750,000.00","10,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","17-BKRISHNA NAGAR MATHURA UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP1988PTC009618","10-05-1988","ASHRAM OILS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00",NA,"Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","226 AVASVIKAS COLONYG T ROAD ALIGARH UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP1988PTC009712","6-06-1988","DEVA FOOD PRODUCTS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00","2,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","558LALBAGH FAIZABAD UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP1990PLC012223","29-08-1990","DALMIA EXTRACTIONS LIMITED","ACTIVE","Public","Company Limited by Shares","5,000,000.00","4,751,400.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","74/134DHANKUTTI KANPUR UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP1990PLC012313","21-09-1990","SHREE BASANT OILS LIMITED","ACTIVE","Public","Company Limited by Shares","50,000,000.00","25,850,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","4/49, PHILIP GANJ, AGRA TO MATHURA AT F-5, SITE B, INDUSTRIAL AREA MATHURA Uttar Pradesh INDIA 281002","Indian Non-Government Company"
"U15141UP1990PTC012320","24-09-1990","MISHRA VANASPATI PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","2,500,000.00",NA,"Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","100, GWAL MAIDANKANNAUJ FARRUKHABAD UTTAR PRADEHS Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP1991PLC013337","24-07-1991","RATTAN VANASPATI LTD","DORMANT","Public","Company Limited by Shares","100,000,000.00","72,775,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","B-26,SEERTOR-9/6, NOIDA,GHAZIABAD GHAZIABAD Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP1991PLC016509","7-11-1991","SWARNIMA OIL INDUSTRIES LIMITED","ACTIVE","Public","Company Limited by Shares","60,000,000.00","52,900,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","34,KM STONE G.T ROAD DADARI GAUTAM BUDH NAGAR UTTAR PRADESH Uttar Pradesh INDIA 203208","Indian Non-Government Company"
"U15141UP1991PTC012670","9-01-1991","SRT OIL EXTRACTIONS PVT LTD","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00",NA,"Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","A-26, UPSIDC INDUSTRIAL AREA,SIKANDRABAD BULANDSHAHR SIKANDRABAD,BULANDSHAHR Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP1991PTC012686","17-01-1991","RAMJEE DISTRIBUTORS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","539,400.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","RAM BAGH TEMPLE, SECTOR B, ALIGANJ, LUCKNOW Uttar Pradesh INDIA 226024","Indian Non-Government Company"
"U15141UP1991PTC013038","12-04-1991","JYOTI EXTRACTIONS PRIVATE LIMITED","UNDER LIQUIDATION","Private","Company Limited by Shares","6,000,000.00","80,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","40/101LUKER GANJ ALLAHABAD UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP1991PTC013162","13-05-1991","SHREE SHANKER OIL MILLS PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","15,000,000.00","8,000,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","OPPOSITE OLD CITYPOST OFFICE BAREILLY ROAD PILIBHIT UTTAR PRADESH Uttar Pradesh INDIA 262001","Indian Non-Government Company"
"U15141UP1991PTC013199","3-06-1991","CREATIVE EDIBLES PVT LTD","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00","15,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","63,GOVT. INDUSTRIAL ESTATE,KALPI ROAD, KANPUR KALPI ROAD, KANPUR Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP1991PTC013218","11-06-1991","ARYAWART CHAWAL UDYOG PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","2,500,000.00","800,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","146, LOHIA NAGARAMBEDKAR NAGAR FAIZABAD UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP1991PTC013404","9-08-1991","PRATIHAR OIL MILLS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00","2,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","B-J UPSIDC INDUSTRIAL AREA,BHOGON, MAINPURI UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP1991PTC013567","1-10-1991","MARUT OILS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","2,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","222, KAMLANAGAR, AGRA UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP1991PTC013645","28-10-1991","A.S. SOLVENT EXTRACTIONS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","5,000,000.00","80,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","RAMPUR ROAD, TANDA BADLI,RAMPUR RAMPUR Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP1991PTC013772","3-12-1991","FIROZABAD EDIBLES PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","5,000,000.00","4,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","PILLI KOTHI OPP DAU DAYALGIRLS DEGREE COLLEGE FIROZABAD UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP1991PTC013836","17-12-1991","LAXMI NARAIN REFINERIES PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","3,000,000.00","15,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","332,HIRA SADAN , RAILBAZAR,KANPUR KANPUR Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP1992PLC013916","6-01-1992","MALOOK CHAND OILS LIMITED","ACTIVE","Public","Company Limited by Shares","15,000,000.00","12,821,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","7/10RAMGANJ ALIGARH UTTAR PRADESH Uttar Pradesh INDIA 202001","Indian Non-Government Company"
"U15141UP1992PTC014270","8-04-1992","GUDDI (INDIA) OIL MILLS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","2,000,000.00","30,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","GONDA ROADIGLAS ALIGARH UTTARPRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP1992PTC014811","15-10-1992","PRAYAG REFINERS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00","3,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","304,CITY CENTRE,THE MALL, KANPUR KANPUR Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP1992PTC014825","20-10-1992","JAI MA SHARDA OIL PRODUCTS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","100,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","GANGA NAGARCIVIL LINES BIJNORE UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP1993PTC015068","29-01-1993","KANDHLA OIL MILLS COMPANY PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,500,000.00","100,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","206 SOUTHCIVIL LINES MUZAFFARNAGAR UP Uttar Pradesh INDIA 251001","Indian Non-Government Company"
"U15141UP1993PTC015384","17-05-1993","SHARDA SOLVEX PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","1,000,000.00","4,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","RENUKOTSONBHADRA SONBHADRA UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP1995PLC017392","10-01-1995","ARPIT OIL AND GENERAL PRODUCTS LIMITED","DORMANT","Public","Company Limited by Shares","2,000,000.00","1,733,590.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","BASANT VATIKA MAYAPURIPALA ROAD ALIGARH UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP1995PLC018586","21-08-1995","AMIT OILS LIMITED","ACTIVE","Public","Company Limited by Shares","15,000,000.00","11,255,500.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","449 KYDGANJ ALLAHABAD Uttar Pradesh INDIA 211001","Indian Non-Government Company"
"U15141UP1995PTC018368","10-07-1995","SHREE CHAND OIL MILLS PVT.LTD.","STRIKE OFF","Private","Company Limited by Shares","5,000,000.00","100,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","31/119/3,KUTAKPUR HOUSE,RAJPUR,SHAMSHABAD ROAD, AGRA UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP1995PTC018682","6-09-1995","HI TECH PLACEMENT PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00","2,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","37 AWAS VIKAS COLONYBETIA HATA GORAKHPUR UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP1995PTC018697","11-09-1995","ATRAULI OIL PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00",NA,"Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","CENTRAL MARKET,1-KELANAGAR, ALIGARH UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP1996PTC020995","8-11-1996","PRAHALAD FOOD PRODUCTS PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","2,000,000.00","158,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","C 27/187-AJAGAT GANJ VARANASI UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP1999PTC024790","29-09-1999","JAINPUR AGRO PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00","2,130,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","13 MIG SECTOR 4BARRA 2 KANPUR UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP2000PTC025354","27-04-2000","GHAN SHYAM OILS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,000,000.00","1,813,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","128/240BLOCK H 2 KANPUR UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP2000PTC025431","1-06-2000","MANFI AVIATION SUPPLIES PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00","500,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","C-929SECTOR-B MAHANAGAR LUCKNOW UTTAR PRADESH Uttar Pradesh INDIA 226006","Indian Non-Government Company"
"U15141UP2001PTC026180","17-08-2001","SHIVA PROTEINS AND OILS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,000,000.00","1,090,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","F-2 NARAIN TOWER SANJAY PLACE AGRA Uttar Pradesh INDIA 208002","Indian Non-Government Company"
"U15141UP2002PTC026905","6-09-2002","PRATEEK ASSOCIATES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,000,000.00","2,000,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","BELWARI KHAN, RAM GANJ GOSAINGANJ FAIZABAD Uttar Pradesh INDIA 224141","Indian Non-Government Company"
"U15141UP2002PTC027082","25-11-2002","OMEGA OILS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","505,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","73/33-A COLLECTORGANJ KANPUR Uttar Pradesh INDIA 208002","Indian Non-Government Company"
"U15141UP2002PTC027152","26-12-2002","M.V.A AGRO PRODUCTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","51/56 A SITARAM MARKET SHAKKER PATTI KANPUR Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP2003PTC027424","23-04-2003","LAXMI OIL AND VANASPATI PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000,000.00","70,840,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","704, KAN CHAMBER 7th FLOOR, 14/113, CIVIL LINES, KANPUR Uttar Pradesh INDIA 208002","Indian Non-Government Company"
"U15141UP2003PTC027710","17-07-2003","SHREE BALAJI VANASPATI PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","74/276 HALSEY ROAD KANPUR Uttar Pradesh INDIA 208001","Indian Non-Government Company"
"U15141UP2005PTC030536","23-08-2005","SANDI COLD STORAGE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","7,500,000.00","7,500,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","MOHALLA NAWABGANJ SANDI HARDOI UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP2005PTC031102","16-12-2005","LAL CHAND AGRO OILS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","1,000,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","411 PREM NAGARNAI BASTI BARELLY UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15141UP2007PTC037236","22-11-2007","RAJASTHAN EDIBLES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10,000,000.00","100,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","1811, K.W. M D OIL MILL COMPOUND MENDU ROAD HATHRAS Uttar Pradesh INDIA 204101","Indian Non-Government Company"
"U15142UP1928NPL000363","27-09-1928","THE JAIN SANATAN SIKH GRAIN CHAMBER LIMITED","ACTIVE","Public","Company Limited by Guarantee",NA,NA,"Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","71-B NEW MANDI MUZAFFARNAGAR UTTAR PRADESH Uttar Pradesh INDIA","Company licensed under Section25"
"U15142UP1941PLC001007","9-04-1941","THE LAKSHMI SUGAR AND OIL MILLS LIMITED","ACTIVE","Public","Company Limited by Shares","5,000,000.00","3,000,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","Shop No.96, 1st Floor Jeewan Plaza C.P-1 Vipul Khand, Gomtinagar Lucknow Uttar Pradesh INDIA 226010","Indian Non-Government Company"
"U15142UP1943PLC001190","16-06-1943","HINDUSTAN OIL INDUSTIRES LIMITED","STRIKE OFF","Public","Company Limited by Shares","500,000.00",NA,"Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","SUGAR MILLS COMPOUNDNAINI ALLAHABAD UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15142UP1948PTC001894","21-03-1948","ORINTELMILLS STORES PVT LTD","ACTIVE","Private","Company Limited by Shares","300,000.00","149,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","BARADEOGODOWALA VARANASI UTTAR PRADESH Uttar Pradesh INDIA","Indian Non-Government Company"
"U15142UP1950PTC002232","15-08-1950","SEWA RAM OIL MILLS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","500,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","906/1CIVIL LINES JHANSI UTTAR PRADESH Uttar Pradesh INDIA 284001","Indian Non-Government Company"
"U15142UP1965PLC003232","14-10-1965","B P OIL MILLS LIMITED","ACTIVE","Public","Company Limited by Shares","35,000,000.00","33,900,000.00","Uttar Pradesh","RoC-Kanpur","Manufacturing (Food stuffs)","MAITHAN AGRA UTTAR PRADESH Uttar Pradesh INDIA 282003","Indian Non-Government Company"
