"CORPORATE_IDENTIFICATION_NUMBER","DATE_OF_REGISTRATION","COMPANY_NAME","COMPANY_STATUS","COMPANY_CLASS","COMPANY_CATEGORY","AUTHORIZED_CAPITAL","PAIDUP_CAPITAL","REGISTERED_STATE","REGISTRAR_OF_COMPANIES","PRINCIPAL_BUSINESS_ACTIVITY","REGISTERED_OFFICE_ADDRESS","SUB_CATEGORY"
"U25209TR2013PTC008410","23-10-2013","BABA GARIA RUBBER PROCESSING PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","C/O JITENDRA MAJUMDER, S/O RADHA KRISHNA MIRZA(S), MIRZA TRIPURA Tripura INDIA 799105","Indian Non-Government Company"
"U26919TR2001PTC006431","19-02-2001","ELSE INDIA CERAMIC PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","5,000,000.00","1,050,000.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","RAM NAGAR ROAD NO 9AGARTALA RAMNAGAR TRIPURA Tripura INDIA 799002","Indian Non-Government Company"
"U26921TR2000PTC006026","14-02-2000","TRIPURARI SEMI-MECHANISED BRICKS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","3,500,000.00","3,000.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","VILL:ICHARBILL,P.O.KARAILONG,TELIAMURA-799205. DIST:WEST TRIPURA. Tripura INDIA","Indian Non-Government Company"
"U26921TR2000PTC006316","26-09-2000","NEEDOMAIN MANUFACTURING PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,500,000.00","860,000.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","DHARMANAGARJAIL ROAD TRIPURA Tripura INDIA 799250","Indian Non-Government Company"
"U26931TR2014PTC008420","12-02-2014","KUJ MODERN BRICK PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00","2,500,000.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","MOTOR-STAND MELAGARH Tripura INDIA 799115","Indian Non-Government Company"
"U26931TR2014PTC008429","24-06-2014","BARKISH MECHANIZED BRICK INDUTRIES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00","2,500,000.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","WARD NO.- 25, A. D. NAGAR BADHARGHAT AGARTALA Tripura INDIA 799003","Indian Non-Government Company"
"U26931TR2014PTC008434","4-09-2014","NIBEDITA MECHANIZED BRICKS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00","2,500,000.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","WEST BANK OF JAGANNATH DIGHI UDAIPUR, P.O.- R. K. PUR, DIST.- GOMATI TRIPURA Tripura INDIA 799120","Indian Non-Government Company"
"U26956TR1985PTC002433","11-09-1985","PREMIER STRUCTURAL CONCRETE INDUSTRIES PVT LTD","STRIKE OFF","Private","Company Limited by Shares","5,000,000.00","450,000.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","P O AGARTALA NUTAN PALLIDOLESWAR, DIST :- WEST TRIPURA Tripura INDIA","Indian Non-Government Company"
"U26956TR1985PTC002434","11-09-1985","CAPRECON & RK ASSOCIATES PVT LTD","STRIKE OFF","Private","Company Limited by Shares","5,000,000.00","2,300,000.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","THANA ROAD DHARMANAGARNORTH TRIPURA TRIPURA Tripura INDIA","Indian Non-Government Company"
"U27100TR2012PTC008376","19-12-2012","CHANDIMATA STEELS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","15,000,000.00","3,600,000.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","Chittaranjan Road, P.O. Agartala College Agartala Tripura INDIA 799004","Indian Non-Government Company"
"U27101TR1998PTC005395","24-04-1998","TRIPUR INDIA PVT LTD","ACTIVE","Private","Company Limited by Shares","5,000,000.00","2,500,000.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","MADHYABANAMALIPUR Agartala Tripura INDIA 799001","Indian Non-Government Company"
"U27105TR1991PTC003566","4-07-1991","GHAR UDYOG PVT LTD","STRIKE OFF","Private","Company Limited by Shares","5,000,000.00","60,000.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","H G BASAK ROAD POST OFFICECHOWMUNI AGARTALA TRIPURA Tripura INDIA 799001","Indian Non-Government Company"
"U27105TR2000PTC006067","8-03-2000","TWIPRA ENGINEERS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","100,000.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","FIRST FLOOR PRANAB BHAWAN 44 HGB ROAD AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U27106TR2001PTC006546","7-06-2001","FRONTIER STEELWORKS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00","100,000.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","C O BANK UDYOG18 HARIGANGA BASAK ROAD AGARTALA TRIPURA Tripura INDIA","Indian Non-Government Company"
"U27107TR1995PTC004542","21-08-1995","SARNI SALYAKPHANG PVT LTD","STRIKE OFF","Private","Company Limited by Shares","4,000,000.00","3,944,000.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","NETAJI SUBHAS ROADAGARTALA 1 TRIPURA TRIPURA Tripura INDIA 799001","Indian Non-Government Company"
"U27107TR1997PTC005208","3-10-1997","BGC ENTERPRISES PVT LTD","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00","30,000.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","VIBEKANANDA ROADDHARMANAGAR NORTH TRIPURA TRIPURA Tripura INDIA","Indian Non-Government Company"
"U27201TR2013PTC008387","16-04-2013","KYCR COIL INDUSTRIES INDIA PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10,000,000.00","988,750.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","NETAJI SUBHASH ROAD, MUNICIPAL WARD NO. 4 NEAR R.C.C. AGARTALA AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U27202TR2005PTC007982","1-12-2005","TRIPUR TUBES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10,000,000.00","100,000.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","MADHYA BANAMALIPUR,AGARTALA, TRIPURA WEST, TRIPURA-799001. Tripura INDIA","Indian Non-Government Company"
"U27310TR1967PLC001284","16-12-1967","TRIPURA STEEL REROLLING MILL & FOUNDRY PVT. LTD.","STRIKE OFF","Public","Company Limited by Guarantee",NA,NA,"Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","DEVANPARA, DHARMA NAGARNORTH TRIPURA DIST. Tripura INDIA","Indian Non-Government Company"
"U28113TR2010PTC008300","4-06-2010","TECHNO BHARTI ISPAT PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","2,500,000.00","250,000.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","SHIBNAGAR MASZID ROAD Agartala Tripura INDIA 799004","Indian Non-Government Company"
"U29303TR1987PTC002819","3-12-1987","TRIPURA ELECTRICAL AND ELECTRONICS PVT LTD","STRIKE OFF","Private","Company Limited by Shares","250,000.00","20,000.00","Tripura","RoC-Shillong","Manufacturing (Machinery & Equipments)","1, Mantribari Road, Agaartala Tripura INDIA 799001","Indian Non-Government Company"
"U30007TR2003PTC007189","19-08-2003","UJJAYANTA TECHNOLOGIES PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,000,000.00","100,000.00","Tripura","RoC-Shillong","Manufacturing (Machinery & Equipments)","EAST THANA ROAD GANARAJ CHOWMUHANI AGARTALA TRIPURA Tripura INDIA 799001","Indian Non-Government Company"
"U31300TR1984PTC002131","11-01-1984","TRIPURA WIRE AND ALLIED INDUSTRIES PVT LTD","DORMANT","Private","Company Limited by Shares","1,000,000.00","20,000.00","Tripura","RoC-Shillong","Manufacturing (Machinery & Equipments)","Dhaleswar, Nutan Pally, Agartala Tripura INDIA 799007","Indian Non-Government Company"
"U33112TR2013PTC008381","28-02-2013","STEDISY MEDICAL DEVICES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10,000,000.00","4,000,000.00","Tripura","RoC-Shillong","Manufacturing (Machinery & Equipments)","345/A Hariganga Basak Road Agartala Tripura INDIA 799001","Indian Non-Government Company"
"U34100TR2007PTC008241","4-12-2007","DEBAPRIYA MOTORS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00","1,000,000.00","Tripura","RoC-Shillong","Manufacturing (Machinery & Equipments)","1145 COLLEG ROAD SHIBNAGAR P.O. AGARTALA COLLEGE AGARTALA Tripura INDIA 799004","Indian Non-Government Company"
"U36101TR2005PTC007722","27-04-2005","ANC FURNITURES INDIA PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","2,000,000.00","100,000.00","Tripura","RoC-Shillong","Manufacturing (Others)","SUKANTALA ROAD EXTPALACE COMPOUND WEST TRIPURA Tripura INDIA 799001","Indian Non-Government Company"
"U40101TR2004PLC007544","27-09-2004","ONGC TRIPURA POWER COMPANY LIMITED","ACTIVE","Public","Company Limited by Shares","15,000,000,000.00","5,401,200,040.00","Tripura","RoC-Shillong","Electricity, Gas & Water companies","ONGC TRIPURA ASSETS BADARGHAT COMPLEX AGARTALA Tripura INDIA 799014","Indian Non-Government Company"
"U40101TR2004SGC007434","9-06-2004","TRIPURA STATE ELECTRICITY CORPORATION LIMITED","ACTIVE","Public","Company Limited by Shares","10,000,000,000.00","6,547,539,000.00","Tripura","RoC-Shillong","Electricity, Gas & Water companies","BIDYUT BHAVAN BANAMALIPUR TRIPURA WEST DIST AGARTALA Tripura INDIA 799003","State Government Company"
"U40101TR2005PTC008234","15-04-2005","NORTH EAST POWER TRANSMISSION COMPANY PRIVATE LIMITED","AMALGAMATED","Private","Company Limited by Shares","2,000,000.00","100,000.00","Tripura","RoC-Shillong","Electricity, Gas & Water companies","ONGC Tripura Assets, Badarghat Complex Agartala Agartala Tripura INDIA 799014","Indian Non-Government Company"
"U40101TR2008PLC008249","26-08-2008","NORTH EAST TRANSMISSION COMPANY LIMITED","ACTIVE","Public","Company Limited by Shares","6,000,000,000.00","4,114,000,000.00","Tripura","RoC-Shillong","Electricity, Gas & Water companies","House No. 051358, Dhaleswar, Road No.3, Post Office Dhaleswar Agartala Tripura INDIA 799007","Indian Non-Government Company"
"U40102TR2015SGC008440","28-01-2015","TRIPURA POWER GENERATION LIMITED","ACTIVE","Public","Company Limited by Shares","10,000,000.00","1,000,000.00","Tripura","RoC-Shillong","Electricity, Gas & Water companies","Bidyut Bhavan, North Banamalipur Agartala.Pin - 799001 Agartala Tripura INDIA 799001","State Government Company"
"U41000TR2013PTC008389","6-05-2013","NORTH EASTERN GROWTH INDUSTRY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","8,000,000.00","8,000,000.00","Tripura","RoC-Shillong","Electricity, Gas & Water companies","H. No. 44, THANA ROAD NUTAN PATTI, DHARMANAGAR Tripura INDIA 799250","Indian Non-Government Company"
"U41000TR2013PTC008402","23-07-2013","AAG WATER TECHNOLOGIST PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","500,000.00","Tripura","RoC-Shillong","Electricity, Gas & Water companies","RAMNAGAR ROAD NO -5 AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U45201TR2008PLC008248","12-08-2008","JIVAN NIRBHAY BUILDERS LIMITED","STRIKE OFF","Public","Company Limited by Shares","1,000,000.00",NA,"Tripura","RoC-Shillong","Construction","45, H. G. BASAK ROAD SINGHPARA AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U45201TR2008PLC008251","2-10-2008","TRIPURA REAL ESTATE & CONSTRUCTIONS LIMITED","ACTIVE","Public","Company Limited by Shares","2,000,000.00","1,271,500.00","Tripura","RoC-Shillong","Construction","CHOWDHURY MANJIL , JOGENDRANAGAR OPPOSITE OF VIDYASAGARA GIRLS SCHOOL AGARTALA Tripura INDIA 799010","Indian Non-Government Company"
"U45201TR2008PTC008253","18-11-2008","POLAR PROJECT CONSTRUCTION COMPANY PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00",NA,"Tripura","RoC-Shillong","Construction","55, KSHIRODE SEN LANE SUB DIVISION- SADAR AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U45201TR2009PTC008256","17-02-2009","JIBAN KUMAR SAHA CONSTRUCTION PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10,000,000.00","900,000.00","Tripura","RoC-Shillong","Construction","C/O MR. SEKHAR CHANDRA PODDER JOYNAGAR LANE NO 3 AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U45201TR2010PTC008286","17-02-2010","TRIPURESWARI INFRASTRUCTURE DEVELOPMENT PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","500,000.00","100,000.00","Tripura","RoC-Shillong","Construction","37, CENTRAL ROAD AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U45201TR2010PTC008296","6-05-2010","DEBNATH CONSTRUCTION PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","22,500,000.00","22,500,000.00","Tripura","RoC-Shillong","Construction","SHIBNAGAR MASJID NAGAR AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U45201TR2010PTC008298","26-05-2010","SHANTI GANGA INFRASTRUCTURE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","5,000,000.00","1,700,000.00","Tripura","RoC-Shillong","Construction","N H 44 BIRENDRANAGAR JIRANIA Tripura INDIA 799045","Indian Non-Government Company"
"U45201TR2010PTC008299","31-05-2010","S B M INFRA PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","600,000.00","Tripura","RoC-Shillong","Construction","50 COLLEGE TILLA , TOWN / VILL - AGARTALA PS - EAST AGARTALA , SUB DIV - SADAR AGARTALA Tripura INDIA 799004","Indian Non-Government Company"
"U45201TR2010PTC008301","28-06-2010","SREEJAN REAL ESTATE AND CONSTRUCTION PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","500,000.00","300,000.00","Tripura","RoC-Shillong","Construction","20, RAJBARI , TOWN / VILL/ PS - DHARMANAGAR SUB DIV - DHARMANAGAR DHARMANAGAR Tripura INDIA 799253","Indian Non-Government Company"
"U45201TR2011PLC008331","7-09-2011","HAPPYLIFE PROJECTS INDIA LIMITED","UNDER PROCESS OF STRIKING OFF","Public","Company Limited by Shares","5,000,000.00","500,000.00","Tripura","RoC-Shillong","Construction","Nager Jala, Near Jahar Bridge P.O. A.D. Nagar Agartala Tripura INDIA 799003","Indian Non-Government Company"
"U45201TR2012PLC008360","26-07-2012","G.K.S. KINSHIP PROJECTS AND CONSTRUCTION LIMITED","ACTIVE","Public","Company Limited by Shares","500,000.00","500,000.00","Tripura","RoC-Shillong","Construction","AMBASSA AMBASSA Tripura INDIA 799289","Indian Non-Government Company"
"U45201TR2013PTC008383","12-03-2013","TRISAKTI INFRASTRUCTURE AND DEVELOPERS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","300,000.00","100,000.00","Tripura","RoC-Shillong","Construction","SURJA ROAD AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U45201TR2013PTC008394","13-05-2013","LEENJ INFRASTRUCTURES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Tripura","RoC-Shillong","Construction","Choudhuri Para, Kailashahar Tripura INDIA 799277","Indian Non-Government Company"
"U45202TR2007PTC008239","31-08-2007","SELF TRUST REAL ESTATE & CONSTRUCTION PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","100,000.00","Tripura","RoC-Shillong","Construction","RANIR BAZAR, DHANCHOWMUHUNI THANA ROAD AGARTALA Tripura INDIA 799035","Indian Non-Government Company"
"U45202TR2008PLC008246","1-07-2008","PRERONA PROJECTS AND DEVELOPERS LIMITED","STRIKE OFF","Public","Company Limited by Shares","1,000,000.00",NA,"Tripura","RoC-Shillong","Construction","OFFICE TILA DHARMANAGAR DHARMANAGAR Tripura INDIA 799250","Indian Non-Government Company"
"U45202TR2010PLC008295","5-05-2010","SD INFRA PROJECTS AND SERVICES LIMITED","UNDER PROCESS OF STRIKING OFF","Public","Company Limited by Shares","20,000,000.00","500,000.00","Tripura","RoC-Shillong","Construction","78, H.G.B ROAD MELARMATH AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U45202TR2011PTC008325","3-06-2011","SD BUILDWORKS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","500,000.00","150,000.00","Tripura","RoC-Shillong","Construction","78, H.G.B ROAD, MELARMATH AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U45202TR2013PLC008391","8-05-2013","PRATISRUTI INFRA PROJECTS & SERVICES LIMITED","ACTIVE","Public","Company Limited by Shares","500,000.00","500,000.00","Tripura","RoC-Shillong","Construction","SUBHASH PALLI NEAR AMBASSA SKYLINE NURSERY SCHOOL AMBASSA Tripura INDIA 799289","Indian Non-Government Company"
"U45202TR2013PTC008390","6-05-2013","MATILAL AND GOURI DEVI DEVELOPER PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","40,000,000.00","36,050,000.00","Tripura","RoC-Shillong","Construction","Milanchakra Near Club, PO:- A D Nagar Agartala Tripura INDIA 799003","Indian Non-Government Company"
"U45203TR2005PLC008015","28-12-2005","TSCCF SHRISTI INFRASTRUCTURE DEVELOPMENT LIMITED","ACTIVE","Public","Company Limited by Shares","10,000,000.00","5,050,000.00","Tripura","RoC-Shillong","Construction","REGISTRAR OF CO-OPERATIVE SOCIETIES GOVT. OF TRIPURA, NORTH GATE, PALACE COMPOUND, AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U45203TR2006PTC008117","24-04-2006","TRIPURA PROMOTERS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","25,000,000.00","24,700,000.00","Tripura","RoC-Shillong","Construction","TRIPURA Tripura INDIA 799001","Indian Non-Government Company"
"U45203TR2010PTC008307","16-08-2010","DEBASISH DAS CONSTRUCTION PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","20,000,000.00","500,000.00","Tripura","RoC-Shillong","Construction","JOY NAGAR JOY NAGAR MIDDLE ROAD AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U45203TR2012PTC008363","22-08-2012","CURIOSITY CONSTRUCTIONS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","150,000.00","Tripura","RoC-Shillong","Construction","37, CENTRAL ROAD AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U45203TR2012PTC008369","18-10-2012","AMBROGIO CONSTRU-TECH PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","150,000.00","Tripura","RoC-Shillong","Construction","MALAN CHAKRA SRINAGAR ROAD NO.1 P.O. A D NAGAR AGARTALA TRIPURA WEST Tripura INDIA 799003","Indian Non-Government Company"
"U45400TR2009PLC008269","21-08-2009","GOLD LAND PROJECTS LIMITED","STRIKE OFF","Public","Company Limited by Shares","500,000.00","500,000.00","Tripura","RoC-Shillong","Construction","HARISH THAKUR ROAD KRISHNANAGAR AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U45400TR2009PLC008277","6-11-2009","ASCOR REAL ESTATE AND CONSTRUCTION INDIA LIMITED","UNDER PROCESS OF STRIKING OFF","Public","Company Limited by Shares","500,000.00","500,000.00","Tripura","RoC-Shillong","Construction","B. K. ROAD AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U45400TR2009PTC008268","31-07-2009","AGARTALA CONSTRUCTIONS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","5,000,000.00","2,986,000.00","Tripura","RoC-Shillong","Construction","C/O LAXMI IRON STORES 22, AKHAURA ROAD AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U45400TR2009PTC008274","14-10-2009","SBA CONSTRUCTION PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,000,000.00","200,000.00","Tripura","RoC-Shillong","Construction","58/C MANTRIBARI ROAD AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U45400TR2010PTC008312","9-09-2010","ROYAL STAR CONSTRUCTIONS & DEVELOPERS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","200,000.00","Tripura","RoC-Shillong","Construction","DAKBANGLOW ROAD UDAIPUR Tripura INDIA 799116","Indian Non-Government Company"
"U45400TR2012PLC008350","27-04-2012","GANGOTRI INDUSTRIAL PROJECT & SERVICE LIMITED","UNDER PROCESS OF STRIKING OFF","Public","Company Limited by Shares","500,000.00","500,000.00","Tripura","RoC-Shillong","Construction","Madhapara Near Chalamansangha Agartala Tripura INDIA 799001","Indian Non-Government Company"
"U45400TR2013PTC008395","13-05-2013","PARIWAR NIRMAN & UDYOG PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","350,000.00","Tripura","RoC-Shillong","Construction","88, HOSPITAL EXTENSION ROAD AGARTALA, P.S- WEST AGARTALA AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U50101TR1981PTC001889","13-08-1981","GOYALS AUTOMOBILES PVT LTD","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00","600,000.00","Tripura","RoC-Shillong","Trading","I D S COMPOUND HAFANIAP O AMTALI,AGARTALA TRIPURA TRIPURA Tripura INDIA","Indian Non-Government Company"
"U50101TR2001PTC006397","19-01-2001","PANNA MOTORS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00","100,000.00","Tripura","RoC-Shillong","Trading","AGARTALA ROADCHANDPUR KHAYEPUR WEST TRIPURA Tripura INDIA","Indian Non-Government Company"
"U50101TR2012PTC008365","11-09-2012","AUTO MOOVERS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00","255,000.00","Tripura","RoC-Shillong","Trading","EAST THANA ROAD OPPOSITE EAST AGARTALA POLICE STATION AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U50102TR2001PTC006550","14-06-2001","RAJARSHI MOTORS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","50,000,000.00","20,450,000.00","Tripura","RoC-Shillong","Trading","B K ROADBANAMALIPUR AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U50102TR2011PTC008320","24-03-2011","OSCAR MOTORS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","16,000,000.00","6,000,000.00","Tripura","RoC-Shillong","Trading","B.K. ROAD BANAMALIPUR AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U50102TR2013PTC008397","4-06-2013","JANNAT MOTORS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Tripura","RoC-Shillong","Trading","H. NO. 74, MADHYA PARA, KULUBARI, PS- SONAMURA, PO- KULUBARI WEST TRIPURA Tripura INDIA 799181","Indian Non-Government Company"
"U50102TR2013PTC008411","23-10-2013","TARASANKAR MOTOR PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","15,000,000.00","15,000,000.00","Tripura","RoC-Shillong","Trading","CHINAIHANI Singarbil , Lankamura sadar , Agartala AGARTALA Tripura INDIA 799009","Indian Non-Government Company"
"U50103TR2005PTC007631","19-01-2005","AGARTALA ENTERPRISES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10,000,000.00","4,170,000.00","Tripura","RoC-Shillong","Trading","LAXMI NARAYAN BARI ROADBANAMALIPUR TRIPURA AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U50103TR2005PTC007632","19-01-2005","AGARTALA AUTOMOTIVES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","3,000,000.00","200,000.00","Tripura","RoC-Shillong","Trading","COLONEL CHOWMOHANIDIST WEST TRIPURA AGARTALA TRIPURA Tripura INDIA 799001","Indian Non-Government Company"
"U50103TR2005PTC007633","19-01-2005","TRIPURA AUTOMOTIVES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","3,000,000.00","1,043,500.00","Tripura","RoC-Shillong","Trading","LAXMI NARAYAN BARI ROADBANAMALIPUR AGARTALA TRIPURA Tripura INDIA 799001","Indian Non-Government Company"
"U50300TR2014PTC008425","25-03-2014","NOORJAHAN TRADING PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","500,000.00","Tripura","RoC-Shillong","Trading","75, Sinemahal Rd, Gram-Nabadbipchandr Nagar, P.O. Sonamura, Town Village Sonamura, District Sepahijala Tripura INDIA 799131","Indian Non-Government Company"
"U51101TR2010PTC008293","9-04-2010","TRIPURA DAIRY MANAGEMENT & FISHERY PROJECT PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","3,000,000.00","2,500,000.00","Tripura","RoC-Shillong","Trading","RAMESH CHOWMUHANI, UDAIPUR SOUTH TRIPURA SOUTH TRIPURA Tripura INDIA 799120","Indian Non-Government Company"
