"CORPORATE_IDENTIFICATION_NUMBER","DATE_OF_REGISTRATION","COMPANY_NAME","COMPANY_STATUS","COMPANY_CLASS","COMPANY_CATEGORY","AUTHORIZED_CAPITAL","PAIDUP_CAPITAL","REGISTERED_STATE","REGISTRAR_OF_COMPANIES","PRINCIPAL_BUSINESS_ACTIVITY","REGISTERED_OFFICE_ADDRESS","SUB_CATEGORY"
"U63090TR2004PTC007307","21-01-2004","SDC FREIGHT CARRIERS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","2,000,000.00","750,000.00","Tripura","RoC-Shillong","Transport, storage and Communications","144 MOTOR STAND ROADAGARTALA TRIPURA Tripura INDIA 799001","Indian Non-Government Company"
"U63090TR2008PTC008247","7-08-2008","TIWARY LOGISTICS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","500,000.00","Tripura","RoC-Shillong","Transport, storage and Communications","NARSINGARH,BHAGALPUR AGARTALA Tripura INDIA 799015","Indian Non-Government Company"
"U64200TR2007PTC008243","14-12-2007","AKASH TRIPURA PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","10,000,000.00","2,241,000.00","Tripura","RoC-Shillong","Transport, storage and Communications","JASHODA BHAWAN L.N. BARI ROAD AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U64202TR2003PTC007289","22-12-2003","SANYOG NETWORKS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","750,000.00","Tripura","RoC-Shillong","Transport, storage and Communications","COLLEGE ROAD P.O AGARTALA COLLEGE AGARTALA Tripura INDIA 799004","Indian Non-Government Company"
"U64202TR2004PTC007495","12-08-2004","CONNOISSEURS TECHNOLOGIES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,000,000.00","900,000.00","Tripura","RoC-Shillong","Transport, storage and Communications","JAGANNATH BARI ROADWEST AGARTALA TRIPURA WEST AGARTALA TRIPURA Tripura INDIA 199001","Indian Non-Government Company"
"U64203TR2010PTC008284","9-02-2010","BALAJI TELEWORKS DEVELOPMENT PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","5,000,000.00","300,000.00","Tripura","RoC-Shillong","Transport, storage and Communications","8/1, KHOSBAGAN AGARTALA P.O.:- AGARTALA AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U65100TR2012NPL008368","12-10-2012","TRISHNA MICRO FINANCE","ACTIVE","Private","Company Limited by Guarantee",NA,NA,"Tripura","RoC-Shillong","Finance","Suprabhat Building, Office Tilla Ward No.5, Bishalgarh Agartala Tripura INDIA 799102","Indian Non-Government Company"
"U65190TR2013NPL008380","11-01-2013","DHRUBAJYOTI MICROFINANCE (INDIA) COMPANY LIMITED","ACTIVE","Public","Company Limited by Shares","1,000,000.00","1,000,000.00","Tripura","RoC-Shillong","Finance","H/O MR. SANDIP PAL , C/O LT. RANJIT KUMAR PAL VILL - TRTC PARA ,G.C ROAD,NEAR TRIBAL REST HOUSE AMBASSA Tripura INDIA 799289","Indian Non-Government Company"
"U65190TR2013NPL008382","7-03-2013","SAMPARK MICRO FINANCE","ACTIVE","Private","Company Limited by Guarantee",NA,NA,"Tripura","RoC-Shillong","Finance","HOUSE NO 311/A, WARD NO.-11 NEAR DASHAMI GATE, H.G.B.ROAD AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U65910TR2012NPL008342","17-01-2012","SUBHA MICRO FINANCIAL SERVICES LIMITED.","ACTIVE","Public","Company Limited by Shares","20,000,000.00","16,243,600.00","Tripura","RoC-Shillong","Finance","JOYNAGAR 1 NO AGARTALA AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U65910TR2012NPL008351","30-04-2012","HAPPYLIFE MICRO FINANCIERS","ACTIVE","Private","Company Limited by Guarantee",NA,NA,"Tripura","RoC-Shillong","Finance","Nager Jala, Near Jahar Bridge P.O. A.D. Nagar Agartala Tripura INDIA 799003","Indian Non-Government Company"
"U65920TR2012NPL008354","19-06-2012","BANGIYA GRAMIN VIKASH MICRO FINANCE","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Tripura","RoC-Shillong","Finance","BETAGA BELONIA TRIPURA Tripura INDIA 799144","Indian Non-Government Company"
"U65920TR2012NPL008361","13-08-2012","SUBHA MANGALDEEP MICRO FINANCE","ACTIVE","Private","Company Limited by Guarantee",NA,NA,"Tripura","RoC-Shillong","Finance","RANIR BAZAR, DHANCHOWMUHANI THANA ROAD TRIPURA WEST Tripura INDIA 799035","Indian Non-Government Company"
"U65920TR2012NPL008362","17-08-2012","SUSAMPARK MICRO FINANCE","ACTIVE","Private","Company Limited by Guarantee",NA,NA,"Tripura","RoC-Shillong","Finance","HOUSE NO - 311/A, WARD NO. - 11, NEAR DHASAMI GHAT, H.G.B. ROAD AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U65920TR2013NPL008392","9-05-2013","DISHARI MICROFINANCE (INDIA) LIMITED","ACTIVE","Public","Company Limited by Shares","500,000.00","500,000.00","Tripura","RoC-Shillong","Finance","C/O SMT. DROPADI ROY , H/O LT. SRI NRIPENDRA ROY MADHYA BHUBANBAN , P.O - PASHCHIM BHUBANBAN B.O AGARTALA Tripura INDIA 799002","Indian Non-Government Company"
"U65920TR2014NPL008433","1-09-2014","TRIPURESWARI MICRO FINANCE","ACTIVE","Private","Company Limited by Guarantee",NA,NA,"Tripura","RoC-Shillong","Finance","ROOM NO. 31, OVERSEAS MARKET H G B ROAD AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U65921TR1989PLC003188","16-02-1989","TRIPURA MOTOR AND GENERAL FINANCE LTD","STRIKE OFF","Public","Company Limited by Shares","5,000,000.00","7,000.00","Tripura","RoC-Shillong","Finance","TRIPURA Tripura INDIA","Indian Non-Government Company"
"U65921TR1995PTC004370","22-02-1995","ELLORA INVESTMENT AND LEASING PVT LTD","ACTIVE","Private","Company Limited by Shares","5,000,000.00","613,000.00","Tripura","RoC-Shillong","Finance","27 SHAKUNTALA ROADAGARTALA TRIPURA Tripura INDIA 799001","Indian Non-Government Company"
"U65921TR1997PTC005039","11-04-1997","SAHACHAR FINVEST AND TRADING PVT LTD","STRIKE OFF","Private","Company Limited by Shares","500,000.00","10,000.00","Tripura","RoC-Shillong","Finance","AMBASHA MAIN ROADAMBASHA DIST NORTH TRIPURA TRIPURA Tripura INDIA","Indian Non-Government Company"
"U65929TR1974PTC001547","23-07-1974","TRIPURA SAVINGS & FINANCE CO PVT LTD","STRIKE OFF","Private","Company Limited by Shares","100,000.00","4,000.00","Tripura","RoC-Shillong","Finance","C O UMPADA SIKDARDHARMANAGAR NORTH TRIPURA TRIPURA Tripura INDIA","Indian Non-Government Company"
"U65929TR1978PTC001739","12-05-1978","KANCHAN INVESTMENT PVT.LTD.","ACTIVE","Private","Company Limited by Shares","1,500,000.00","1,450,300.00","Tripura","RoC-Shillong","Finance","HAFANIAAGARTALA TRIPURA Tripura INDIA 799014","Indian Non-Government Company"
"U65929TR1987PLC002685","30-04-1987","GLOBAL FINANCE CORPORATION LTD.","STRIKE OFF","Public","Company Limited by Shares","50,000,000.00","693,000.00","Tripura","RoC-Shillong","Finance","CHOUMANI BAZAR, AGARTALA Tripura INDIA","Indian Non-Government Company"
"U65990TR2011NPL008340","2-12-2011","POLAR MICRO FINANCE LIMITED.","ACTIVE","Public","Company Limited by Shares","20,000,000.00","11,030,000.00","Tripura","RoC-Shillong","Finance","POLAR HOUSE BORDOWALI CHOWDHURI MILL, P.O.- A. D. NAGAR AGARTALA Tripura INDIA 799003","Indian Non-Government Company"
"U66000TR2009PTC008266","24-07-2009","NORTH EAST INSURANCE MARKETING PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Tripura","RoC-Shillong","Insurance","CHOWDHURY MANJIL , JOGENDRANAGAR OPPOSITE OF VIDYASAGARA GIRLS SCHOOL AGARTALA Tripura INDIA 799010","Indian Non-Government Company"
"U67120TR1992PTC003665","28-02-1992","AZONAL CREDIT AND INVESTMENT PVT LTD","STRIKE OFF","Private","Company Limited by Shares","500,000.00","5,000.00","Tripura","RoC-Shillong","Finance","C O NIPENDRA KR DEYAGARTALA WEST TRIPURA TRIPURA Tripura INDIA","Indian Non-Government Company"
"U67120TR2010PTC008308","17-08-2010","SURJYA KUMAR BANIK CAPITAL PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Tripura","RoC-Shillong","Finance","GANGAIL ROAD DAS PATTY AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U70100TR2011PTC008323","5-05-2011","TIWARY BUSINESS VENTURES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","500,000.00","Tripura","RoC-Shillong","Real Estate and Renting","VILL BHAGALPUR, NARSINGARH P.O. BIMANGARH AGARTALA Tripura INDIA 799015","Indian Non-Government Company"
"U70100TR2011PTC008329","12-08-2011","AGARTALA PROMOTERS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Tripura","RoC-Shillong","Real Estate and Renting","BANMALIPUR AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U70101TR2001PTC006463","26-03-2001","BOTHOMA BUDUK DEVELOPMENT PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00","1,000,000.00","Tripura","RoC-Shillong","Real Estate and Renting","WEST TRIPURA WEST TRIPURA TRIPURA Tripura INDIA","Indian Non-Government Company"
"U70101TR2005PTC007699","19-04-2005","RAIMA ESTATE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10,000,000.00","125,000.00","Tripura","RoC-Shillong","Real Estate and Renting","GROUND FLOOR OF HOTEL MARS AIRPORT ROAD, BUDDHA MANDIR AGARTALA Tripura INDIA 799005","Indian Non-Government Company"
"U70101TR2006PTC008120","24-04-2006","SRISHTIKALA REALTORS PVT LTD","ACTIVE","Private","Company Limited by Shares","10,000,000.00","100,000.00","Tripura","RoC-Shillong","Real Estate and Renting","NETAJI SUBHAS ROAD,P.O AGARTALA TRIPURA WEST AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U70101TR2006PTC008232","13-09-2006","JIVAN NIRBHAY PROPERTIES PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","130,000.00","Tripura","RoC-Shillong","Real Estate and Renting","OPPOSITE TO B R SARKAR NURSING HOME SINGH PARA H G D ROAD AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U70101TR2012PTC008355","9-07-2012","PRERONA EARTHMOVERS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Tripura","RoC-Shillong","Real Estate and Renting","HALHALI KAMALPUR Tripura INDIA 799286","Indian Non-Government Company"
"U70101TR2012PTC008356","11-07-2012","TRISHNA PROJECTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","200,000.00","100,000.00","Tripura","RoC-Shillong","Real Estate and Renting","SUPRABHAT BUILDING, HOSPITAL ROAD BISHALGARH, TRIPURA Tripura INDIA 799102","Indian Non-Government Company"
"U70101TR2012PTC008370","25-10-2012","SNIGDHA ESTATES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Tripura","RoC-Shillong","Real Estate and Renting","JOYNAGAR NABADIGANTA LANE AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U70101TR2013PLC008384","15-03-2013","KAR BUILDERS LIMITED","ACTIVE","Public","Company Limited by Shares","500,000.00","500,000.00","Tripura","RoC-Shillong","Real Estate and Renting","VILL & POST - WEST NOABADI (KHAYEZPUR) KHAYEZPUR TO G B ROAD, NEAR - RAM THAKUR ASHRAM AGARTALA Tripura INDIA 799003","Indian Non-Government Company"
"U70101TR2013PTC008404","22-08-2013","GREENVIEW HIGHRISE MULTIPLEX PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00","100,000.00","Tripura","RoC-Shillong","Real Estate and Renting","RAJA BABU STREET KRISHNA NAGAR AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U70109TR2010PTC008316","16-11-2010","HOMETOWN PROJECTS & CONSTRUCTION PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","180,000.00","Tripura","RoC-Shillong","Real Estate and Renting","JAGAHARIMURA AGARTALA Tripura INDIA 799004","Indian Non-Government Company"
"U72100TR2010PTC008310","9-09-2010","AGARTALA INFORMATION TECHNOLOGY PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","5,000,000.00","210,000.00","Tripura","RoC-Shillong","Business Services","54/7 N S ROAD AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U72100TR2014PTC008416","10-01-2014","RKD IT SERVICES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Tripura","RoC-Shillong","Business Services","2, Ramnagar Road no.1(end) P.O. Ramnagar Agartala Tripura INDIA 799002","Indian Non-Government Company"
"U72200TR1996PTC004693","23-02-1996","TRG COMPUTER CONSULTANTS PVT LTD","STRIKE OFF","Private","Company Limited by Shares","100,000.00","15,000.00","Tripura","RoC-Shillong","Business Services","P.O. Kunjaban, AGARTALA Tripura INDIA 799006","Indian Non-Government Company"
"U72200TR2003PTC007054","27-03-2003","LEARNERS TECHNOCOM PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","450,000.00","105,000.00","Tripura","RoC-Shillong","Business Services","MAYA CINEMA HALL COMPLEXKALIBARI ROAD DHARMANAGAR Tripura INDIA 799250","Indian Non-Government Company"
"U72200TR2009PTC008260","28-04-2009","INSYSD TECHNOLOGIES (INDIA) PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00","100,000.00","Tripura","RoC-Shillong","Business Services","24, KALYANI LANE-5 SUB DIV.- SADAR AGARTALA Tripura INDIA 799004","Indian Non-Government Company"
"U72200TR2010PTC008280","13-01-2010","JMSC TECH SOLUTIONS & DEVELOPERS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","500,000.00","100,000.00","Tripura","RoC-Shillong","Business Services","37, CENTRAL ROAD AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U72200TR2011PTC008336","12-10-2011","SENRYSA TECHNOLOGIES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10,000,000.00","1,350,000.00","Tripura","RoC-Shillong","Business Services","Water Supply Road, Near Anik Club Dhaleswar Agartala Tripura INDIA 799004","Indian Non-Government Company"
"U72200TR2012PTC008353","12-06-2012","SCAMPER TECHNOLOGIES & SERVICES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Tripura","RoC-Shillong","Business Services","Old Cornel House (Singh Para) Near Post Office Chowmuhani, 45, H.G.B Road Agartala Tripura INDIA 799001","Indian Non-Government Company"
"U72200TR2012PTC008366","1-10-2012","BIH TECHNOLOGIES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Tripura","RoC-Shillong","Business Services","Hapania, Near TMC Road PO- ONGC, PS - Amtali, Sadar Agartala Tripura INDIA 799014","Indian Non-Government Company"
"U72200TR2013PTC008406","23-08-2013","BANDANA TECHNOLOGY SOLUTIONS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Tripura","RoC-Shillong","Business Services","VILL - CHINAIHANI, P.O.- USHA BAZAR DURJOYNAGAR, P.S. - AIRPORT AGARTALA Tripura INDIA 799006","Indian Non-Government Company"
"U72200TR2013PTC008413","11-12-2013","ADVANCED ROOT KNOWLEDGE INFORMATICS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Tripura","RoC-Shillong","Business Services","House Name: Ashirbad, North Joynagar Agartala Tripura INDIA 799001","Indian Non-Government Company"
"U72200TR2014OPC008428","24-06-2014","HEMBRO INFOTECH PRIVATE LIMITED (OPC)","ACTIVE","One Person Company","Company Limited by Shares","100,000.00",NA,"Tripura","RoC-Shillong","Business Services","Sreenagar Lane - 4, Milanchakra, Near TV Tower, DIG Office, Agartala Tripura INDIA 799003","Indian Non-Government Company"
"U72200TR2014PTC008417","16-01-2014","VERIUXO TECHNOLOGIES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Tripura","RoC-Shillong","Business Services","C/o Sri Shyamal Dasgupta, S/o Lt. Gopal Dasgupta B.K.Chowmahni Agartala Tripura INDIA 799001","Indian Non-Government Company"
"U72200TR2015PTC008441","2-02-2015","QUANTATRACK TECHNOLOGY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Tripura","RoC-Shillong","Business Services","A.D. NAGAR, ROAD NO-06 AGARTALA Tripura INDIA 799003","Indian Non-Government Company"
"U72300TR1997PTC005288","26-12-1997","ATLANTIS TECHNOLOGY PVT LTD","ACTIVE","Private","Company Limited by Shares","1,500,000.00","100,000.00","Tripura","RoC-Shillong","Business Services","NORTH GATE RAJBARI DIMSAGAR,AGARTALA TRIPURA Tripura INDIA 799001","Indian Non-Government Company"
"U72300TR2012PTC008348","20-02-2012","AYUSHMAN INFOTECH PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","1,000,000.00","Tripura","RoC-Shillong","Business Services","BARDOWALI, EAST SIDE OF NAGERJOLA MOTOR STAND, A. B. ROAD, P.O.- A. D. NAGAR, AGARTALA Tripura INDIA 799003","Indian Non-Government Company"
"U72300TR2013PTC008386","11-04-2013","TRIPURA CHRONICLE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Guarantee",NA,NA,"Tripura","RoC-Shillong","Business Services","C/O SYANDAN PATRIKA , SAKUNTALA ROAD P.O - AGARTALA H.O , P.S - WEST AGARTALA AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U72400TR2007PTC008237","31-07-2007","ETHER LINK INDIA PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,500,000.00","400,000.00","Tripura","RoC-Shillong","Business Services","J.N. BARI ROAD, NEAR COLONEL CHOWMUHANI AGARTALA, TRIPURA AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U72900TR2009PTC008259","27-03-2009","SEN SOFTWARE SOLUTIONS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","150,000.00","Tripura","RoC-Shillong","Business Services","LAXMI NARAYAN BARI ROAD AGARTALA AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U72900TR2011PTC008330","2-09-2011","PAL COMPUTER PRINT TECHNOLOGIES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","500,000.00","Tripura","RoC-Shillong","Business Services","Ramnagar Road No- 8, Landmark Near Durga Chowmuhani Agartala Tripura INDIA 799002","Indian Non-Government Company"
"U72900TR2013PTC008396","23-05-2013","CIESTECH INFO PRIVATE LIMITED","ACTIVE","Private","Company Limited by Guarantee",NA,NA,"Tripura","RoC-Shillong","Business Services","Star View Building (Star Graphics) , 1st Floor B.K Road , Nr. Boys Bodhjung School Agartala Tripura INDIA 799001","Indian Non-Government Company"
"U72900TR2014PTC008415","8-01-2014","SANDIPAN SYSTEMS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","200,000.00","100,000.00","Tripura","RoC-Shillong","Business Services","AA Road, PO Reshambagan Madhya Kashipur Agartala Tripura INDIA 799008","Indian Non-Government Company"
"U72900TR2015PTC008442","30-03-2015","PRINTOFILL CARTRIDGES ENGINEERING PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Tripura","RoC-Shillong","Business Services","11/2 JAGANNATH BARI ROAD OPP DAINIK SAMBAD AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U74120TR2012PTC008377","20-12-2012","BHAUMIK CONSULTANCY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","500,000.00","Tripura","RoC-Shillong","Business Services","DHALESWAR ROAD NO 2 EAST AGARTALA AGARTALA Tripura INDIA 799007","Indian Non-Government Company"
"U74140TR2009PTC008264","16-06-2009","RAJ TAX & INDUSTRIAL CONSULTANCY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","200,000.00","200,000.00","Tripura","RoC-Shillong","Business Services","OVERSEAS MARKET, 1ST FLOOR, ROOM NO. 31, H.G.B. ROAD, AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U74140TR2009PTC008273","12-10-2009","AGARTHA PROJECT CONSULTANCY SERVICES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Tripura","RoC-Shillong","Business Services","SREERAM VILLA, KUNJABAN NEAR STATE BANK OF INDIA, P.O. KUNJABAN AGARTALA Tripura INDIA 799006","Indian Non-Government Company"
"U74140TR2014NPL008432","30-07-2014","SHRI GANESH MICRO FINANCE","ACTIVE","Private","Company Limited by Guarantee",NA,NA,"Tripura","RoC-Shillong","Business Services","SHIBNAGAR, COLLEGE ROAD EXTN PS- EAST AGARTALA AGARTALA Tripura INDIA 799004","Indian Non-Government Company"
"U74140TR2015PTC008443","30-03-2015","DISHA HELPLINE CONSULTANCY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","900,000.00","900,000.00","Tripura","RoC-Shillong","Business Services","West Noyabadi Radha Kishorenagar P.S. West Agartala, Sub-Division - Sadar tripura Tripura INDIA 799008","Indian Non-Government Company"
"U74210TR1998PTC005456","6-07-1998","RAMKRISHNA FOOD INDUSTRY PVT LTD","DORMANT","Private","Company Limited by Shares","2,500,000.00","3,000.00","Tripura","RoC-Shillong","Business Services","35 GANGIL ROAD DIST WEST AGARTALA TRIPURA Tripura INDIA 799001","Indian Non-Government Company"
"U74210TR2007PTC008242","7-12-2007","ARCHCIV BUILDER & CONSULTANTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00","1,864,000.00","Tripura","RoC-Shillong","Business Services","PAPIYA BHAWAN, BANAMALIPUR JAIL ROAD AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U74900TR2009PTC008272","11-09-2009","SILK ROUTE MARKETING PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","300,000.00","150,000.00","Tripura","RoC-Shillong","Business Services","HARISH THAKUR ROAD KRISHNANAGAR AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U74900TR2012PTC008371","29-10-2012","G.K(GURUKUL) INDUSTRIES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Tripura","RoC-Shillong","Business Services","15, NORTH BANAMALIPUR B.K ROAD AGARTALA, NEAR BOYS BUDJUNG SCHOOL AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U74910TR2014PTC008424","20-03-2014","VISUAL SECURITY AND INFOTECH PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Tripura","RoC-Shillong","Business Services","Village Abhoynagar Agartala , West Nabin Thakur Lane Agartala Tripura INDIA 799005","Indian Non-Government Company"
"U74992TR2014PTC008430","21-07-2014","JD RECHARGE SERVICES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Tripura","RoC-Shillong","Business Services","H.NO.205, CHAMPAK NAGAR BAZAR VILL-EAST DEVENDER NAGAR, PS-JIRANIA SADAR Tripura INDIA 799045","Indian Non-Government Company"
"U74999TR2007PTC008236","5-07-2007","SDEE CHAIN MARKETING PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00",NA,"Tripura","RoC-Shillong","Business Services","DUTTA KUTIR LANE, NEAR SANHATI CLUB KRISHANAGAR, SADAR AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U74999TR2014SGC008426","30-05-2014","TRIPURA MEDICAL SERVICES CORPORATION LIMITED","ACTIVE","Public","Company Limited by Shares","50,000,000.00","1,000,000.00","Tripura","RoC-Shillong","Business Services","PT. NEHRU COMPLEX, GURKHABASTI KUNJABAN,AGARTALA AGARTALA Tripura INDIA 799006","State Government Company"
"U74999TR2015NPL008439","27-01-2015","AGARTALA CRICKET LEAGUE","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Tripura","RoC-Shillong","Business Services","Bit 10 Ramnagar Road No-1 Ramnagar Agartala Tripura INDIA 799002","Indian Non-Government Company"
"U74999TR2015PTC008437","8-01-2015","BOROK ECOMMERCE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Tripura","RoC-Shillong","Business Services","245, Hatkata Bari, East Belchara, Khowai Tripura INDIA 799201","Indian Non-Government Company"
"U74999TR2015PTC008438","20-01-2015","THINKNEW HOMESHOPPERS INDIA PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Tripura","RoC-Shillong","Business Services","SR Mansion, Ramnagar Road No.2 PO- Ramnagar PS- West Agartala Agartala Tripura INDIA 799002","Indian Non-Government Company"
"U75112TR1974SGC001491","28-03-1974","TRIPURA INDUSTRIAL DEVELOPMENT CORPORATION LTD","ACTIVE","Public","Company Limited by Shares","200,000,000.00","144,854,500.00","Tripura","RoC-Shillong","Community, personal & Social Services","SHILPA NIGAM BHAWAN, KHEJUR BAGAN KUNJABAN, AGARTALA TRIPURA Tripura INDIA 799006","State Government Company"
"U75120TR2009SGC008263","3-06-2009","TRIPURA TOURISM DEVELOPMENT CORPORATION LIMITED","ACTIVE","Private","Company Limited by Shares","100,000,000.00","2,000,000.00","Tripura","RoC-Shillong","Community, personal & Social Services","SETH MAHAL PALACE COMPOUND AGARTALA Tripura INDIA 799001","State Government Company"
"U75123TR1965SGC001248","30-04-1965","TRIPURA SMALL INDUSTRIES CORPORATION LIMITED","ACTIVE","Private","Company Limited by Shares","600,000,000.00","475,581,600.00","Tripura","RoC-Shillong","Community, personal & Social Services","KUNJABAN COLONY WEST TRIPURA AGARTALA Tripura INDIA 799005","State Government Company"
"U80300TR2012PTC008379","27-12-2012","GREEN-EXCELLENCE ACADEMIA PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","500,000.00","Tripura","RoC-Shillong","Community, personal & Social Services","4 - MANTRI BARI ROAD , 2ND FLOOR ABOVE TANISHQ SHOWROOM , P.O - AGARTALA H.O AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U80301TR2009PTC008262","6-05-2009","WAYMARK EDUCATION SOLUTIONS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","300,000.00","100,000.00","Tripura","RoC-Shillong","Community, personal & Social Services","PRATIKSHA APARTMENT KUNJABAN PO ABHAYNAGAR AGARTALA Tripura INDIA 799005","Indian Non-Government Company"
"U80903TR2012PTC008373","16-11-2012","INNOVATE VENTURES (INDIA) PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","200,000.00","200,000.00","Tripura","RoC-Shillong","Community, personal & Social Services","37 , OFFICE LANE P.O - AGARTALA H.O , P.S - WEST AGARTALA AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U85100TR2013NPL008408","12-09-2013","UDITI RESEARCH AND EDUCATIONAL ASSOCIATION","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Tripura","RoC-Shillong","Community, personal & Social Services","Vill. and P.O.: LEMBUCHERRA, P.S.: LEFUNGA, WEST TRIPURA Tripura INDIA 799210","Indian Non-Government Company"
"U85100TR2013PTC008401","16-07-2013","CHIRANJEEVI HEALTH CARE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","5,000,000.00","5,000,000.00","Tripura","RoC-Shillong","Community, personal & Social Services","Saradapalli, 79 Tilla PO - Kunjanvan Agartala Tripura INDIA 799006","Indian Non-Government Company"
