"CORPORATE_IDENTIFICATION_NUMBER","DATE_OF_REGISTRATION","COMPANY_NAME","COMPANY_STATUS","COMPANY_CLASS","COMPANY_CATEGORY","AUTHORIZED_CAPITAL","PAIDUP_CAPITAL","REGISTERED_STATE","REGISTRAR_OF_COMPANIES","PRINCIPAL_BUSINESS_ACTIVITY","REGISTERED_OFFICE_ADDRESS","SUB_CATEGORY"
"L15133UR1990PLC023970","5-02-1990","FLEX FOODS LIMITED","ACTIVE","Public","Company Limited by Shares","200,000,000.00","124,444,840.00","Uttarakhand","RoC-Uttarakhand","Manufacturing (Food stuffs)","LAL TAPPAR INDUSTRIAL AREA,PO-RASHIEM MAGRI HARIDWAR ROAD,DEHRADUN, UTTRANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"L21012UR1986PLC008002","1-07-1986","JALPAC INDIA LIMITED","ACTIVE","Public","Company Limited by Shares","200,000,000.00","149,400,000.00","Uttarakhand","RoC-Uttarakhand","Manufacturing (Paper & Paper products, Publishing, printing and reproduction of recorded media)","VILLAGE-TULARAMPURPOST-HALDU TEHSIL-HALDWANI DISTRICT-NAINITAL UTTARANCHAL Uttarakhand INDIA 262402","Indian Non-Government Company"
"L24111UR1983PLC009097","19-11-1983","INDIA GLYCOLS LIMITED","ACTIVE","Public","Company Limited by Shares","450,000,000.00","309,615,000.00","Uttarakhand","RoC-Uttarakhand","Manufacturing (Metals & Chemicals, and products thereof)","A-1,INDUSTRIAL AREA,BAZPUR ROAD, KASHIPUR, UDHAM SINGH NAGAR Uttarakhand INDIA 244713","Indian Non-Government Company"
"L24111UR1985PLC015063","4-02-1985","ESTER INDUSTRIES LIMITED","ACTIVE","Public","Company Limited by Shares","1,659,600,000.00","313,218,795.00","Uttarakhand","RoC-Uttarakhand","Manufacturing (Metals & Chemicals, and products thereof)","SOHan NAGAR,P.O.CHARUBETA,KHATIMA DISTT.UDHAM SINGH NAGAR Uttarakhand INDIA 262308","Indian Non-Government Company"
"L24111UR1986PLC008252","8-10-1986","SOLARSON INDUSTRIES LIMITED","DORMANT","Public","Company Limited by Shares","35,000,000.00",NA,"Uttarakhand","RoC-Uttarakhand","Manufacturing (Metals & Chemicals, and products thereof)","C1-C3, D-29-D32, UPSIDC, INDUSTRIAL AREA BHIMTAL, NAINITAL NAINITAL Uttarakhand INDIA","Indian Non-Government Company"
"L24111UR1986PLC015895","12-08-1986","MESCO PHARMACEUTICALS LIMITED","ACTIVE","Public","Company Limited by Shares","300,000,000.00","197,381,000.00","Uttarakhand","RoC-Uttarakhand","Manufacturing (Metals & Chemicals, and products thereof)","MOHABEWALAN INDUSTRIES AREA STATE BANK ROAD DEHRADUN UTTARANCHAL Uttarakhand INDIA 248001","Indian Non-Government Company"
"L24237UR1979PLC005041","16-03-1979","SHIVALIK RASAYAN LIMITED","ACTIVE","Public","Company Limited by Shares","35,000,000.00","34,200,000.00","Uttarakhand","RoC-Uttarakhand",NA,"VILLAGE KOLHUPANI, POST OFFICE CHANDANWARI, VIA PREM NAGAR, DEHRADUN Uttarakhand INDIA 248007","Indian Non-Government Company"
"L25209UR1984PLC011596","18-10-1984","POLYPLEX CORPORATION LIMITED","ACTIVE","Public","Company Limited by Shares","340,000,000.00","319,846,000.00","Uttarakhand","RoC-Uttarakhand","Manufacturing (Metals & Chemicals, and products thereof)","LOHIA HEAD ROAD KHATIMA DISTT. UDHAM SINGH NAGARL UTTRANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"L27101UR1984PLC006899","15-12-1984","RMI STEELS LIMITED","ACTIVE","Public","Company Limited by Shares","75,000,000.00","45,197,500.00","Uttarakhand","RoC-Uttarakhand","Manufacturing (Metals & Chemicals, and products thereof)","A 1 MUNNI KI RETIINDUSTRIAL AREA DHALWALA RISHIKESH UTTRANCHAL Uttarakhand INDIA 249201","Indian Non-Government Company"
"L31909UR1988PLC010004","6-09-1988","NAINA SEMI CONDUCTOR LIMITED","ACTIVE","Public","Company Limited by Shares","100,000,000.00","30,000,000.00","Uttarakhand","RoC-Uttarakhand","Manufacturing (Machinery & Equipments)","VILLAGE PADAMPUR DEVLIAP O MOTA HALDU HALDWANI NAINITAL UTTARANCHAL Uttarakhand INDIA 263139","Indian Non-Government Company"
"L32203UR1989PLC015645","23-01-1989","RAMA VISION LIMITED","ACTIVE","Public","Company Limited by Shares","200,000,000.00","100,262,660.00","Uttarakhand","RoC-Uttarakhand","Manufacturing (Machinery & Equipments)","WARD NO.3, BAREILLY ROAD KICHHA, DISTT. UDHAM SINGH NAGAR UTTARANCHAL Uttarakhand INDIA 263148","Indian Non-Government Company"
"L33119UR1981PLC006092","14-09-1981","DESH RAKSHAK AUSHDHALAYA LIMITED","ACTIVE","Public","Company Limited by Shares","100,000,000.00","44,383,240.00","Uttarakhand","RoC-Uttarakhand","Manufacturing (Machinery & Equipments)","BHAGWANT KUTI KANKHAL HARIDWAR Uttarakhand INDIA 249002","Indian Non-Government Company"
"L45202UR1991PLC000604","23-10-1991","WELLESLEY CORPORATION LIMITED","ACTIVE","Public","Company Limited by Shares","150,000,000.00","135,004,000.00","Uttarakhand","RoC-Uttarakhand","Construction","Shop No. 01 Country Inn Mehragaon Bhimtal Uttarakhand INDIA 248179","Indian Non-Government Company"
"L51226UR1918PLC000023","6-03-1918","DTC INDIA LIMITED","ACTIVE","Public","Company Limited by Shares","5,000,000.00","1,020,000.00","Uttarakhand","RoC-Uttarakhand","Trading","MIDFORD HOUSEBALLOOPUR DEHRADUN UTTARANCHAL Uttarakhand INDIA 248001","Indian Non-Government Company"
"L99999UR1993PLC032518","4-10-1993","UTTAM SUGAR MILLS LIMITED","ACTIVE","Public","Company Limited by Shares","1,600,000,000.00","1,097,881,200.00","Uttarakhand","RoC-Uttarakhand",NA,"VILLAGE LIBBERHERI ROORKEE Uttarakhand INDIA 247667","Indian Non-Government Company"
"U00388UR2005PTC032732","29-12-2005","PES HYDRO POWER PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10,000,000.00","100,000.00","Uttarakhand","RoC-Uttarakhand",NA,"PLOT NO. A-10, PHASE -1, ELDECO SIDCUL INDUSTRIAL PARK, SITARGUNJ Uttarakhand INDIA 262405","Indian Non-Government Company"
"U01110UR2005PTC029957","3-05-2005","MAHA SEER PLANTATION PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","160,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","VILLAGE MEHEREKOTP O- PONDA DEHRADUN Uttarakhand INDIA","Indian Non-Government Company"
"U01110UR2007PTC032519","29-11-2007","SHIV HARI TARAI SEEDS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","7,500,000.00","7,286,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","SURYA MARKET, BADRI BHAWAN ROAD, KASHIPUR Uttarakhand INDIA 244713","Indian Non-Government Company"
"U01111UR1988PTC009755","17-06-1988","TRUST KRAFT AGRO FARMS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,000,000.00","549,500.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","4/54D A V COLLEGE ROAD DEHRADUN UTTARANCHAL Uttarakhand INDIA 248001","Indian Non-Government Company"
"U01111UR1994PTC016735","29-07-1994","GINNY FARMS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","880,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","19 RAJPUR ROAD KWALITY COMPLEX Dehradun Uttarakhand INDIA 248001","Indian Non-Government Company"
"U01111UR1995PLC017665","8-03-1995","KUMAON SEEDS LIMITED","ACTIVE","Public","Company Limited by Shares","20,000,000.00","17,484,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","STATION ROAD OPP RADHEY SHYAM BUILDING KASHIPUR UDHAM SINGH NAGAR Uttarakhand INDIA 244713","Indian Non-Government Company"
"U01111UR1995PLC017979","2-05-1995","M.D.S. AGRO AND FORESTRIES LIMITED","UNDER PROCESS OF STRIKING OFF","Public","Company Limited by Shares","200,000.00","14,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","MUNGALI GARDENRAMPUR ROAD HALDWANI NAINITAL. UTTARANCHAL Uttarakhand INDIA 263139","Indian Non-Government Company"
"U01111UR1995PTC018859","10-10-1995","SINGHAL SEEDS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","300,000.00",NA,"Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","WARD NO. 4 , RAMASRAM MARG,BAZPUR NAINITAL UTTRANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U01111UR1996PLC020183","19-06-1996","HEMADRI KRISHI AND GRAMIN VIKAS (INDIA) LIMITED","STRIKE OFF","Public","Company Limited by Shares","1,000,000.00","160,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","249,LAXMAN JHULLA ROAD,RISHIKESH DEHRADUN DEHRADUN Uttarakhand INDIA","Indian Non-Government Company"
"U01111UR2000PTC025458","13-06-2000","A.S.AGRARIANS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00","2,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","VILL & POST-HERBARTPUR, DEHRADUN DEHRADUN Uttarakhand INDIA","Indian Non-Government Company"
"U01111UR2001PTC026095","18-06-2001","SAVERA AGRARIANS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","332,500.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","866/1 SAVERA KAULAGARH ROAD DEHRADUN Uttarakhand INDIA 248001","Indian Non-Government Company"
"U01111UR2002PTC026750","18-06-2002","UTTRA AGRITECH PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","700,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","GHAI VILLA BAJPUR ROAD KASHIPUR Uttarakhand INDIA 244713","Indian Non-Government Company"
"U01111UR2003PLC027870","8-09-2003","GAMHILL HYBRID AGROTECH LIMITED","DORMANT","Public","Company Limited by Shares","500,000.00","500,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","151/32/1RAJPUR ROAD DEHRADUN UTTRANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U01111UR2003PTC027471","2-05-2003","AMECUS AGRO PRODUCTS INDIA PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","300,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","B 34 Sector 2 Defence Colony Dehradun Uttarakhand INDIA 248001","Indian Non-Government Company"
"U01111UR2004PTC028493","5-04-2004","SOOD SEEDS COMPANY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","5,000,000.00","5,000,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","BHONA BIRHA ROAD BAZPUR Uttarakhand INDIA 262401","Indian Non-Government Company"
"U01111UR2005PTC029656","21-03-2005","BANSAL HERBALS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","PAINTH PARAORAMNAGAR NAINITAL Uttarakhand INDIA","Indian Non-Government Company"
"U01111UR2005PTC030104","31-05-2005","KAMROOP FLORITECH PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,250,000.00","100,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","VILL AXORA PADAMPURIDHARI NAINITAL Uttarakhand INDIA","Indian Non-Government Company"
"U01111UR2006PTC031350","10-02-2006","TERRACE CULTIVATION MARKERING SERVICES PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","500,000.00","100,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","424 INDIRA NAGARNEW FOREST DEHRADUN UTTARANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U01111UR2006PTC031840","16-05-2006","TONESVALLEY AGRO PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","3,000,000.00","100,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","309/1, STREET NO.9, RAJENDRA NAGAR, DEHRADUN-248001 Uttarakhand INDIA","Indian Non-Government Company"
"U01111UR2013PTC000779","5-07-2013","FARMERDELIGHT FOODS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","Khasra No.-511, Pargana-Bilhari Vill- Majhola, Tehsil-Khatima Khatima Uttarakhand INDIA 262308","Indian Non-Government Company"
"U01111UR2014PTC001037","18-02-2014","GHANSHYAM SMIRITI PAHARI FOOD PRODUCTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","RAKESH GAIROLA VILLAGE SAGAR ,POST OFFICE GOPESHWAR CHAMOLI Uttarakhand INDIA 246401","Indian Non-Government Company"
"U01111UR2014PTC001262","24-09-2014","NIRMALBHAGYA AGROTECH PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","SIRMOUR TEA ESTATE DEHRADUN CENTRAL DEHRADUN Uttarakhand INDIA 248001","Indian Non-Government Company"
"U01112UR1997PLC021358","4-02-1997","RAVINDRA SEEDS LIMITED","ACTIVE","Public","Company Limited by Shares","20,000,000.00","15,000,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","ALIGANJ ROADKASHIPUR UDHAM SINGH NAGAR UTTARANCHAL Uttarakhand INDIA 244713","Indian Non-Government Company"
"U01112UR2000PTC025064","18-01-2000","OM SEEDS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","15,000,000.00","13,100,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","BARAKHERA GADARPUR U S NAGAR UTTARANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U01112UR2001PTC025822","8-01-2001","NATRAJ SEED CO PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","2,500,000.00",NA,"Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","STATION ROAD KASHIPURU S NAGAR U S NAGAR UTTRANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U01112UR2005PLC030710","4-10-2005","MANMOHAN AGRO PRODUCTS LIMITED","ACTIVE","Public","Company Limited by Shares","10,000,000.00","2,165,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","RANIKHET ROAD NEAR POST OFFICE RAM NAGAR Uttarakhand INDIA 244715","Indian Non-Government Company"
"U01113UR1994PTC016523","2-06-1994","UNIQUE CATERERS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","2,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","318 STREET NO 4SUBLANE 10 RAJENDRA NAGAR DEHRADUN UTTRANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U01113UR1996PLC020377","25-07-1996","AAKASH FLORICULTURE LIMITED","UNDER PROCESS OF STRIKING OFF","Public","Company Limited by Shares","500,000.00","10,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","30,CIVIL LINES ROORKEE HARIDWAR HARIDWAR Uttarakhand INDIA","Indian Non-Government Company"
"U01113UR1996PLC020434","2-08-1996","GREAT BUDHA PLANTATIONS (INDIA) LIMITED","UNDER PROCESS OF STRIKING OFF","Public","Company Limited by Shares","500,000.00","35,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","VILL & POST PAKRI JAIEBASTI BASTI BASTI Uttarakhand INDIA","Indian Non-Government Company"
"U01113UR1996PLC020574","27-08-1996","KUKRETI STEEL LIMITED","ACTIVE","Public","Company Limited by Shares","20,000,000.00","10,350,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","F 23-27 UPSIDCINDUSTRIAL AREA JASODHARPUR KOTDWAR PAURI GARWAL UTTARANCHAL Uttarakhand INDIA 246149","Indian Non-Government Company"
"U01113UR1996PLC020667","12-09-1996","DEEPAK SUGAR MILLS LIMITED","STRIKE OFF","Public","Company Limited by Shares","1,000,000.00","5,200.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","A-409INDIRA NAGAR LUCKNOW UTTAR PRADESH Uttarakhand INDIA","Indian Non-Government Company"
"U01113UR1996PLC020672","13-09-1996","UTTARANCHAL AGRO FORESTRY LIMITED","UNDER PROCESS OF STRIKING OFF","Public","Company Limited by Shares","200,000.00","7,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","6/875 ANAND BAGHHALDWANI NAINITAL NAINITAL Uttarakhand INDIA","Indian Non-Government Company"
"U01113UR1996PTC020312","12-07-1996","KB AGRO FOREST MANAGEMENT PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,000,000.00","20,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","3/23 HASTRI NAGARHARIDWAR ROAD DEHRADUN UTTARANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U01113UR1998PLC023442","12-05-1998","SUMAN FORESTRY INDIA LIMITED","DORMANT","Public","Company Limited by Shares","1,000,000.00","7,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","9/2 EASTREST CAMP DEHRADUN UTTAR PRADESH Uttarakhand INDIA","Indian Non-Government Company"
"U01113UR1998PTC023435","8-05-1998","ASHUTOSH COLD STORAGE PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","5,000,000.00","8,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","AT & POST - PREM WALIAKASIYA, KUSHINAGAR UTTAR PRADESH Uttarakhand INDIA","Indian Non-Government Company"
"U01115UR1998PTC023930","16-10-1998","SIDDHA AGROTECH PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","3,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","VILL.&POST-KANWALIGENERAL MAHADEV SINGH ROAD DEHRADUN UTTRANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U01117UR1994PTC017169","15-11-1994","CEE KAY AGRO PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","10,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","97RAJPUR ROAD DEHRADUN UTTARANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U01117UR2005PTC030993","23-11-2005","RUDRA AEROMATIC OILS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","154RAJPUR ROAD DEHRADUN UTTRANCHAL Uttarakhand INDIA 248001","Indian Non-Government Company"
"U01117UR2005PTC030994","23-11-2005","RJ AQUA FOOD PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","5,000,000.00","5,000,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","154RAJPUR ROAD DEHRADUN UTTRANCHAL Uttarakhand INDIA 248001","Indian Non-Government Company"
"U01117UR2005PTC030996","23-11-2005","NEELKANTH AEROMATIC OILS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","100,000.00","100,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","154RAJPUR ROAD DEHRADUN UTTRANCHAL Uttarakhand INDIA 248001","Indian Non-Government Company"
"U01117UR2013PTC000795","19-07-2013","MAA SINGWALI HERBAL PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","200,000.00","200,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","10 SILANGI LANGASU LANGASU KARNPRAYAG Uttarakhand INDIA 246446","Indian Non-Government Company"
"U01119UR1995PTC019186","18-12-1995","SHEEL VIDYA AGRO INDUSTRIES PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00",NA,"Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","DEVPURA HARDWAR UTTAR PRADESH Uttarakhand INDIA","Indian Non-Government Company"
"U01119UR1998PLC023237","16-03-1998","VEECEE PLANTATIONS (INDIA) LIMITED","UNDER PROCESS OF STRIKING OFF","Public","Company Limited by Shares","600,000.00","17,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","NEW INDIA ASSURANCE BUILDING,FIRST FLOOR RANIPUR HARIDWAR UTTARANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U01119UR2000PTC025151","21-02-2000","PARAM SEEDS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","6,000,000.00","5,011,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","MANPUR ROAD KACHNAL GAZI KASHIPUR UTTARANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U01120UR2014PLC001180","11-07-2014","GREENSMART AGROTECH INDIA LIMITED","ACTIVE","Public","Company Limited by Shares","500,000.00","500,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","Moh.khurbura, Khurbura Dehradun South Uttarakhand INDIA 248001","Indian Non-Government Company"
"U01120UR2014PTC001234","1-09-2014","JRT INDIA PRODUCER COMPANY LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","DEHRADUN ROAD RISHIKESH DEHRADUN Uttarakhand INDIA 249201","Indian Non-Government Company"
"U01121UR1988PTC009706","3-06-1988","YOUVEE IMPEX PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00",NA,"Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","RUDRAPURRUDRAPUR NAINITAL UTTAR PRADESH Uttarakhand INDIA","Indian Non-Government Company"
"U01121UR1993PLC015098","10-02-1993","SAMCO AGRO LIMITED.","STRIKE OFF","Public","Company Limited by Shares","500,000.00","32,250.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","21 P.D.TANDON MARG,LAXMAN MARG CHOWK , DEHRADUN UTTRANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U01121UR1995PLC017622","23-02-1995","CORBETT GREEN FOREST (INDIA) LIMITED","STRIKE OFF","Public","Company Limited by Shares","500,000.00","700","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","CAMPUS A R ROBBER FOAMINDUSTRY BAGWALA POST DANPUR RUDRAPUR NAINITAL UTTRANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U01122UR1949PLC002119","27-04-1949","KASHIPUR AGRICULTURAL SYNDICATE LTD","STRIKE OFF","Public","Company Limited by Shares","1,000,000.00","194,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","shivalal garden KASHIPUR, NAINITAL KASHIPUR, NAINITAL Uttarakhand INDIA","Indian Non-Government Company"
"U01122UR1969PTC003293","15-10-1969","RANA KRISHI UDYOGS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","500,000.00","115,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","KHATIVENAINITAL NAINITAL UTTRANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U01122UR1969SGC003228","27-02-1969","UTTARAKHAND SEEDS & TARAI DEVELOPMENT CORPORATION LIMITED","ACTIVE","Public","Company Limited by Shares","50,000,000.00","40,832,600.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","PANTNAGAR P O HALDI DISTT. UDHAM SINGH NAGAR UTTARANCHAL Uttarakhand INDIA 263146","State Government Company"
"U01122UR1992PTC014964","22-12-1992","ORIENTAL SEEDS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00","4,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","WARD NOC 5 BAZPURNAINITAL NAINITAL UTTAR PRADESH Uttarakhand INDIA","Indian Non-Government Company"
"U01122UR1996PTC019464","12-02-1996","TRANSVALLEY FLORO PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","100,000.00",NA,"Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","HILCREST, 214,DOBHALWALA, DEHRADUN UTTAR PRADESH Uttarakhand INDIA","Indian Non-Government Company"
"U01122UR1996PTC019547","1-03-1996","ROORKEE AGRO TECH PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","2,000,000.00","4,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","GANDHI VATIKAROORKEE HARDWAR UTTRANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U01122UR1997PLC021735","7-04-1997","GD FORESTRY LIMITED","STRIKE OFF","Public","Company Limited by Shares","500,000.00","7,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","ARYA NAGAR CHOWK KANKHAL ROAD JWALAPUR HARIDWAR UTTARANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U01122UR1997PLC021804","22-04-1997","PEPKAR FORESTS (INDIA) LIMITED","STRIKE OFF","Public","Company Limited by Shares","500,000.00","35,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","HARI NIWAS, SUBHASH NAGARCLEMENT TOWN DEHRADUN UTTARANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U01122UR1997PLC021947","13-05-1997","RAJATVALLEY FORESTS (INDIA) LIMITED","STRIKE OFF","Public","Company Limited by Shares","500,000.00","105,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","DHOOM SINGH COLONY NEW DHIRWALI BHEL ROAD HARDWAR UTTRANCHWAL Uttarakhand INDIA","Indian Non-Government Company"
"U01122UR1997PLC022392","31-07-1997","DHIMAHI MEDIA BROADCASTING LIMITED","ACTIVE","Public","Company Limited by Shares","50,000,000.00","47,600,000.00","Uttarakhand","RoC-Uttarakhand","Business Services","10-A,GANDHI ROADDEHRADUN DEHRADUN UTTRANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U01122UR1997PLC022640","22-09-1997","UTTRAKHAND HORTICULTURE LIMITED","UNDER PROCESS OF STRIKING OFF","Public","Company Limited by Shares","2,500,000.00","2,000,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","GUSAIN BHAWAN MALL ROAD PAURI GARHWAL PAURI GARHWAL Uttarakhand INDIA","Indian Non-Government Company"
"U01122UR1997PLC022681","3-10-1997","NEW HORIZON FORESTRY (INDIA) LIMITED","STRIKE OFF","Public","Company Limited by Shares","500,000.00","14,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","16-D NIMBOWALA GARI CANTT DEHRADUN UTTARANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U01122UR1997PTC022141","13-06-1997","ADVANCE AGRO GENE BIOTECH PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","10,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","20 JIWANI MAI ROADRISHIKESH DEHRADUN UTTRANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U01122UR1999PTC024180","5-02-1999","SARASWATI SEEDS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,500,000.00","1,446,000.00","Uttarakhand","RoC-Uttarakhand","Agriculture and Allied Activities","BHONA BIRAHA ROAD BAZPUR Uttarakhand INDIA 262401","Indian Non-Government Company"
