"CORPORATE_IDENTIFICATION_NUMBER","DATE_OF_REGISTRATION","COMPANY_NAME","COMPANY_STATUS","COMPANY_CLASS","COMPANY_CATEGORY","AUTHORIZED_CAPITAL","PAIDUP_CAPITAL","REGISTERED_STATE","REGISTRAR_OF_COMPANIES","PRINCIPAL_BUSINESS_ACTIVITY","REGISTERED_OFFICE_ADDRESS","SUB_CATEGORY"
"U65921UR1986PTC008039","17-07-1986","NAINI PAINTS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","6,000,000.00","220,000.00","Uttarakhand","RoC-Uttarakhand","Finance","BHOTIA PARAO NAINITAL ROADHALDWANI DISTT NAINITAL UTTRANCHAL Uttarakhand INDIA 263139","Indian Non-Government Company"
"U65921UR1989PTC010858","15-06-1989","SHIGUJI ELECTRONICS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","70,000.00","Uttarakhand","RoC-Uttarakhand","Finance","142, INDRA NAGAR COLONYDEHRADUN DEHRADUN UTTAR PRADESH Uttarakhand INDIA","Indian Non-Government Company"
"U65921UR1989PTC011471","15-12-1989","HARIDWAR FINANCE COMPANY PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","500,000.00","200","Uttarakhand","RoC-Uttarakhand","Finance","VIDESH VIKRAM HOTEL NIRANJNIAKHARA, KANKHAL ROAD HARIDWAR UTTRANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U65921UR1990PTC011644","16-02-1990","DAKSH FINANCE COMPANY PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00","138,000.00","Uttarakhand","RoC-Uttarakhand","Finance","179(100) GANDHI VATIKAROORKEE HARDWAR UTTAR PRADESH Uttarakhand INDIA 247667","Indian Non-Government Company"
"U65921UR1991PLC013839","18-12-1991","RISHI GANGA INVESTMENTS LIMITED","UNDER PROCESS OF STRIKING OFF","Public","Company Limited by Shares","20,000,000.00","13,185,000.00","Uttarakhand","RoC-Uttarakhand","Finance","RISHIKESH,P.O.-RISHIKESH,DEHRADUN DEHRADUN UTTRANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U65921UR1991PTC013436","20-08-1991","L.N. LEASING PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00",NA,"Uttarakhand","RoC-Uttarakhand","Finance","30 NETAJI STREETDEHRADUN DEHRADUN UTTAR PRADESH Uttarakhand INDIA","Indian Non-Government Company"
"U65921UR1991PTC013572","1-10-1991","S.P.S. FINANCE AND INVESTMENT COMPANY PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","500,000.00","400","Uttarakhand","RoC-Uttarakhand","Finance","43-A, KAMAL MARKET,DEHRADUN DEHRADUN UTTRANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U65921UR1991PTC013578","3-10-1991","NAINITAL FINANCE COMPANY PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","500,000.00","40,000.00","Uttarakhand","RoC-Uttarakhand","Finance","GAURAV STREET GADARPURNAINITAL NAINITAL UTTARANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U65921UR1991PTC013701","13-11-1991","A.A.LAND AND FINANCE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","5,000,000.00","1,000,000.00","Uttarakhand","RoC-Uttarakhand","Finance","104E C ROAD DEHRADUN UTTARANCHAL Uttarakhand INDIA 248001","Indian Non-Government Company"
"U65921UR1992PLC014517","2-07-1992","TRIVENI FANS AND APPLIANCES LIMITED","STRIKE OFF","Public","Company Limited by Shares","10,000,000.00","7,000.00","Uttarakhand","RoC-Uttarakhand","Finance","REWA ROAD POAGRICULTURE INSTITUTE ALLAHABAD UTTAR PRADESH Uttarakhand INDIA","Indian Non-Government Company"
"U65921UR1992PTC014346","12-05-1992","VEER COMPUTERS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","100,000.00","100,000.00","Uttarakhand","RoC-Uttarakhand","Finance","MIG-398 AVAS VIKASRANIPUR MORE HARDWAR UTTARANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U65921UR1992PTC014532","9-07-1992","AGRIM FINANCE AND COMMERCIAL PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,000,000.00","300","Uttarakhand","RoC-Uttarakhand","Finance","16/2,TEG BAHADUR ROAD,ARAGHAR, DEHRADUN UTTRANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U65921UR1993PLC015261","2-04-1993","TAMSA KRISHI FINANCE (INDIA) LIMITED","UNDER PROCESS OF STRIKING OFF","Public","Company Limited by Shares","1,000,000.00","700","Uttarakhand","RoC-Uttarakhand","Finance","PHARIAHA CHOWK,AZAMGARH. AZAMGARH. UTTAR PRADESH Uttarakhand INDIA","Indian Non-Government Company"
"U65921UR1993PLC015399","19-05-1993","TS FINANCE ÇAND INVESTMENT LIMITED","DORMANT","Public","Company Limited by Shares","2,000,000.00","7,000.00","Uttarakhand","RoC-Uttarakhand","Finance","IST FLOOR,11/250NAYA BAZAR HALDWANI NAINITAL UTTARNCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U65921UR1994PTC016178","7-03-1994","CHANDRESHWAR SAVINGS AND FINANCE COMPANY PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","500,000.00","20,000.00","Uttarakhand","RoC-Uttarakhand","Finance","95-RAILWAY ROADRISHIKESH DEHRADUN UTTRANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U65921UR1994PTC016230","21-03-1994","SANAT HOUSING FINANCE AND INVESTMENT PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","500,000.00","200","Uttarakhand","RoC-Uttarakhand","Finance","BHATWALIA CHAURAHA CIVIL LINEDEORIA DEORIA UTTAR PRADESH Uttarakhand INDIA","Indian Non-Government Company"
"U65921UR1994PTC016788","10-08-1994","VANI RESORTS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","5,000,000.00","50,000.00","Uttarakhand","RoC-Uttarakhand","Finance","133/2 BHANDARI BAGHDEHARADUN DEHARADUN UTTRANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U65921UR1995PLC017424","16-01-1995","PAL BUILDCON LIMITED","ACTIVE","Public","Company Limited by Shares","2,000,000.00","1,900,000.00","Uttarakhand","RoC-Uttarakhand","Finance","BAREILLY ROADHALDWANI NAINITAL UTTARANCHAL Uttarakhand INDIA 263139","Indian Non-Government Company"
"U65921UR1995PLC018045","15-05-1995","ALMAS FINANCIAL SERVICES LIMITED","UNDER PROCESS OF STRIKING OFF","Public","Company Limited by Shares","1,000,000.00","7,000.00","Uttarakhand","RoC-Uttarakhand","Finance","MOOL CHANDRA DHARMSHALASTATION ROAD PILIBHIT UTTARakhand Uttarakhand INDIA","Indian Non-Government Company"
"U65921UR1995PTC017620","23-02-1995","MUDRA SECURITIES AND FINANCE (INDIA) PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","222,500.00","Uttarakhand","RoC-Uttarakhand","Finance","16GURU NANAK MARKETHALDWANI NAINITAL UTTRANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U65921UR1996PLC019564","4-03-1996","J.A.M. LEASING LIMITED","UNDER PROCESS OF STRIKING OFF","Public","Company Limited by Shares","500,000.00",NA,"Uttarakhand","RoC-Uttarakhand","Finance","NEAR PEER KA MAZARARYA NAGAR, JWALAPUR HARDWAR UTTRANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U65921UR1996PTC020121","10-06-1996","MERRYGOLD COMMERCIAL CREDITS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","3,000,000.00","3,000,000.00","Uttarakhand","RoC-Uttarakhand","Finance","MANI RAM ROADRISHIKESH DEHRADUN UTTRANCHAL Uttarakhand INDIA 249201","Indian Non-Government Company"
"U65921UR1996ULL020122","10-06-1996","K M V COMMERCIAL CREDITS LIMITED","UNDER PROCESS OF STRIKING OFF","Public","Unlimited Company","500,000.00","10,000.00","Uttarakhand","RoC-Uttarakhand","Finance","HOUSE OF CHANDER MOHAN SINGHNEGI NEAR JAIN MANDIR,OPP.GAS AGENCY KOTDWAR PAURI GARHWAL Uttarakhand INDIA","Others"
"U65921UR1997PLC021729","4-04-1997","VANDANA CREDIT SERVICES LIMITED","STRIKE OFF","Public","Company Limited by Shares","500,000.00",NA,"Uttarakhand","RoC-Uttarakhand","Finance","WARD NO-4 PLIBHIT ROAD KHATIMA UDHAM SINGH NAGAR UTTARANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U65921UR1997PLC021976","16-05-1997","UJALA CREDIT LIMITED","UNDER PROCESS OF STRIKING OFF","Public","Company Limited by Shares","500,000.00","700","Uttarakhand","RoC-Uttarakhand","Finance","18/15PRAKAS NNAYAS NEAS IDGOOHDEHRA DUN DEHRADUN UTTRANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U65921UR1997PLC022242","3-07-1997","SUPAL FINANCE LIMITED","ACTIVE","Public","Company Limited by Shares","2,500,000.00","507,000.00","Uttarakhand","RoC-Uttarakhand","Finance","BEHIND PANT PARK KASHIPUR UDHAM SINGH NAGAR UTTARANCHAL Uttarakhand INDIA 244713","Indian Non-Government Company"
"U65921UR1997PTC032731","25-06-1997","COMMERCIAL MOTORS (DEHRADUN) PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","20,000,000.00","13,603,000.00","Uttarakhand","RoC-Uttarakhand","Finance","M - 22, MOHABEWALA INDUSTRIAL AREA DEHRADUN Uttarakhand INDIA 248002","Indian Non-Government Company"
"U65921UR1998PTC023729","29-07-1998","JAI MATA DI CREFINVEST PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","2,500,000.00",NA,"Uttarakhand","RoC-Uttarakhand","Finance","VINOD COMPLEXDISPENSARY ROAD CHANDAUSI UTTAR PRADESH Uttarakhand INDIA","Indian Non-Government Company"
"U65922UR1997PLC022992","22-12-1997","IGL FINANCE LIMITED","ACTIVE","Public","Company Limited by Shares","50,000,000.00","15,000,000.00","Uttarakhand","RoC-Uttarakhand","Finance","A 1 INDUSTRIAL AREA BAZPUR ROAD KASHIPUR UDHAM SINGH NAGAR UTTARANCHAL Uttarakhand INDIA 244713","Indian Non-Government Company"
"U65923UR1922PLC000234","31-07-1922","THE NAINITAL BANK LIMITED","ACTIVE","Public","Company Limited by Shares","1,500,000,000.00","675,000,000.00","Uttarakhand","RoC-Uttarakhand","Finance","G B PANT ROADNAINITAL NAINITAL UTTARANCHAL Uttarakhand INDIA 263001","Indian Non-Government Company"
"U65923UR1952PLC002424","25-04-1952","CHAWALA BANK LIMITED","UNDER PROCESS OF STRIKING OFF","Public","Company Limited by Shares","1,000,000.00","500,000.00","Uttarakhand","RoC-Uttarakhand","Finance","92PALTAN BAZAR DEHRADUN UTTRANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U65923UR1994PLC016742","1-08-1994","FEARLESS INVESTMENT AND SAVINGS COMPANY LIMITED","STRIKE OFF","Public","Company Limited by Shares","1,000,000.00","66,480.00","Uttarakhand","RoC-Uttarakhand","Finance","C-32/27-AKI,Saraswati Nagar Colony,Near Kashi Vidyapeeth,P.S.Sigra, Varanasi Uttarakhand INDIA","Indian Non-Government Company"
"U65923UR1996PTC019792","12-04-1996","SAI BHAGYODAYA CREDITS AND FINVEST PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,000,000.00","2,000.00","Uttarakhand","RoC-Uttarakhand","Finance","32,S.B.M SHIPPING COMPLEX,HARDWAR ROAD,RISHIKESH DEHRADUN DEHRADUN Uttarakhand INDIA","Indian Non-Government Company"
"U65923UR1997PLC022310","16-07-1997","ALAKNANDA MUTUAL BENEFIT FUND LIMITED","UNDER PROCESS OF STRIKING OFF","Public","Company Limited by Shares","1,000,000.00","10,000.00","Uttarakhand","RoC-Uttarakhand","Finance","23 CHAKRATA ROAD DEHRADUN UTTARAKHAND Uttarakhand INDIA","Indian Non-Government Company"
"U65923UR1997PLC022663","29-09-1997","AMBEY MUTUAL BENEFITS LIMITED","STRIKE OFF","Public","Company Limited by Shares","2,700,000.00","1,226,540.00","Uttarakhand","RoC-Uttarakhand","Finance","AMBEY HOUSE,DEVI ROADKOTDWAR HARDWAR HARDWAR Uttarakhand INDIA","Indian Non-Government Company"
"U65923UR1998PLC023262","23-03-1998","BINDRA CREDIT AND HIRE FIN LIMITED","STRIKE OFF","Public","Company Limited by Shares","5,000,000.00","70,000.00","Uttarakhand","RoC-Uttarakhand","Finance","TIKONIA,NAINITAL ROAD,HALDWANI(NAINITAL) (NAINITAL) Uttarakhand INDIA","Indian Non-Government Company"
"U65923UR2009PTC033019","14-12-2009","PEARL ONLINE SERVICES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","20,000,000.00","10,640,000.00","Uttarakhand","RoC-Uttarakhand","Finance","18/68, MOHINI ROAD, DALANWALA, DEHRADUN Uttarakhand INDIA 248001","Indian Non-Government Company"
"U65923UR2010PTC033046","14-01-2010","ABHIVRIDDHI FINANCIAL MANAGEMENT PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Uttarakhand","RoC-Uttarakhand","Finance","Opp. Gulati Nursing Home, Near Jamna Talkies, Ranipur More, HARIDWAR Uttarakhand INDIA 249401","Indian Non-Government Company"
"U65923UR2010PTC033118","10-04-2010","KUMAR COMTRADE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Uttarakhand","RoC-Uttarakhand","Finance","187/2, EC ROAD SECOND, DEHRADUN Uttarakhand INDIA 248001","Indian Non-Government Company"
"U65923UR2010PTC033153","6-05-2010","JPJ INVESTMENT CONSULTANTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Uttarakhand","RoC-Uttarakhand","Finance","7, ARHAT BAZAAR DEHRA DUN Uttarakhand INDIA 248001","Indian Non-Government Company"
"U65923UR2010PTC033188","8-06-2010","SUMVRIDDHI FINMART CONSULTANCY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Uttarakhand","RoC-Uttarakhand","Finance","Manu Niwas, Gandhi Ashram Road, Vishnu Garden Colony,Singh Dwar, Gurukul Kangri, Haridwar Uttarakhand INDIA 249401","Indian Non-Government Company"
"U65923UR2010PTC033196","10-06-2010","LAKSHIT FINANCIAL CONSULTANTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","500,000.00","Uttarakhand","RoC-Uttarakhand","Finance","25-D CIRCULAR ROAD.DALANWALA DEHRADUN Uttarakhand INDIA 248001","Indian Non-Government Company"
"U65923UR2011PTC033713","21-11-2011","NEHRA INVESTMENT PLANNINGS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Uttarakhand","RoC-Uttarakhand","Finance","PLOT NO. 95, PURVAVALLI, GANESHPUR DEHRADUN ROAD, ROORKEE HARIDWAR Uttarakhand INDIA 247667","Indian Non-Government Company"
"U65923UR2013PTC000702","22-05-2013","RADHA VESHNO FINANCIAL CONSULTANT PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Uttarakhand","RoC-Uttarakhand","Finance","Salempur, Dadupur Tiraha Pathri Power House, Bahadrabad Haridwar Uttarakhand INDIA 249402","Indian Non-Government Company"
"U65923UR2015PTC001391","4-02-2015","LODESTONE FINCAP ADVISORS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Uttarakhand","RoC-Uttarakhand","Finance","C/O SHRI H.S SIDHU RANJIT NAGAR FARMS, BAZPUR Uttarakhand INDIA 262401","Indian Non-Government Company"
"U65929UR1988PLC033262","8-09-1988","SHRI BHAGWANT FINANCE COMPANY LIMITED","ACTIVE","Public","Company Limited by Shares","10,000,000.00","2,262,520.00","Uttarakhand","RoC-Uttarakhand","Finance","BHAGWANT KUTI KANKHAL HARIDWAR Uttarakhand INDIA 249002","Indian Non-Government Company"
"U65929UR1994PTC016510","1-06-1994","KAPGO LEASING AND FINANCE COMPANY PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","1,000,000.00","100,000.00","Uttarakhand","RoC-Uttarakhand","Finance","57/19 Shiva Palace,RajpurRoad, Dehradun. Uttaranchal Uttarakhand INDIA","Indian Non-Government Company"
"U65929UR1994PTC016640","5-07-1994","AGRIM CONSULTANTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,000,000.00","1,730,000.00","Uttarakhand","RoC-Uttarakhand","Finance","312, Vivek Vihar, Avas Vikas Chandracharya Chowk HARIDWAR Uttarakhand INDIA 249407","Indian Non-Government Company"
"U65929UR1997PLC022818","10-11-1997","UTTARANCHAL MUTUAL BENEFIT LIMITED","UNDER PROCESS OF STRIKING OFF","Public","Company Limited by Shares","2,500,000.00","7,000.00","Uttarakhand","RoC-Uttarakhand","Finance","HYDEL GATE KATHGODAM NAINITAL UTTRANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U65931UR1996PTC020832","11-10-1996","ASAAN INVESTMENTS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","300,000.00",NA,"Uttarakhand","RoC-Uttarakhand",NA,"97RASPUR RATO DEHRADUN UTTRANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U65933UR1952PTC002414","5-03-1952","NIRMAN PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00","50,000.00","Uttarakhand","RoC-Uttarakhand",NA,"166RAJAPUR ROAD DEHRADUN UTTRANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U65990UR2014NPL001284","21-10-2014","ACROAMATIC MICRO FINANCE","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Uttarakhand","RoC-Uttarakhand","Finance","H. NO. 92, KHALEEMAHUVAT, BAGULIYA KHATIMA, UDHAM SINGH NAGAR UTTARAKHAND Uttarakhand INDIA 262308","Indian Non-Government Company"
"U65990UR2014PLC001304","5-11-2014","SHACKLE INDIA NIDHI LIMITED","ACTIVE","Public","Company Limited by Shares","1,000,000.00","500,000.00","Uttarakhand","RoC-Uttarakhand","Finance","WARD NO 3, CHORGALIYA ROAD SITARGANJ UDHAM SINGH NAGAR Uttarakhand INDIA 262405","Indian Non-Government Company"
"U65991UR1988PTC009255","4-01-1988","PANCHAM FINANCE CO PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,000,000.00","30","Uttarakhand","RoC-Uttarakhand","Finance","AMBAR TALAB,CHANDERPURI,NEARDR. PARUL TYAGI CLINIC ,ROORKEE,HARDWAR, UTTAR PRADESH Uttarakhand INDIA","Indian Non-Government Company"
"U65991UR1994PLC016075","21-01-1994","CRYSTAL INDIA MUTUAL BENEFITS LIMITED","UNDER PROCESS OF STRIKING OFF","Public","Company Limited by Shares","10,000,000.00","7,012,000.00","Uttarakhand","RoC-Uttarakhand","Finance","HEBEPT ROADLUCKNOW CHOWK HAJARATGANJ LUCKNOW UTTAR PRADESH Uttarakhand INDIA","Indian Non-Government Company"
"U65991UR1995PLC017957","28-04-1995","KURMANCHAL MUTUAL BENEFITS LIMITED","UNDER PROCESS OF STRIKING OFF","Public","Company Limited by Shares","500,000.00","134,154.00","Uttarakhand","RoC-Uttarakhand","Finance","8/183AISAH BAGH KALADHUNGIROAD HALDWANI NAINITAL UTTARAKHAND Uttarakhand INDIA","Indian Non-Government Company"
"U65991UR1996PLC020234","28-06-1996","CHARISHMATIC MUTUAL BENEFITS LIMITED","UNDER PROCESS OF STRIKING OFF","Public","Company Limited by Shares","500,000.00","500,000.00","Uttarakhand","RoC-Uttarakhand","Finance","GANGA SINGH MARKETTIKONIA HALDWANI NAINITAL UTTRANCHAL Uttarakhand INDIA 263139","Indian Non-Government Company"
"U65991UR1996PLC020627","4-09-1996","KUMAON STOCK HOLDINGS LIMITED","ACTIVE","Public","Company Limited by Shares","10,000,000.00","9,997,000.00","Uttarakhand","RoC-Uttarakhand","Finance","STATION ROAD OPP RADHEY SHYAM BUILDING KASHIPUR UDHAM SINGH NAGAR UTTARANCHAL Uttarakhand INDIA 244713","Indian Non-Government Company"
"U65991UR1996PLC020663","11-09-1996","SHRIYAM FINCAP LIMITED","ACTIVE","Public","Company Limited by Shares","4,000,000.00","3,341,500.00","Uttarakhand","RoC-Uttarakhand","Finance","329, GANGA NAGAR RISHIKESH RISHIKESH Uttarakhand INDIA 249201","Indian Non-Government Company"
"U65991UR1996PLC020691","17-09-1996","GAURAV MUTUAL BENEFITS LIMITED","UNDER PROCESS OF STRIKING OFF","Public","Company Limited by Shares","500,000.00",NA,"Uttarakhand","RoC-Uttarakhand","Finance","152,AWAS VIKASRUDRAPUR NAINITAL UTTARANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U65991UR1996PLC020746","26-09-1996","HIGHLAND PRIME MUTUAL BENEFITS LIMITED","DORMANT","Public","Company Limited by Shares","500,000.00",NA,"Uttarakhand","RoC-Uttarakhand","Finance","NAINITAL ROAD,NEARLADY GOVT. HOSPITAL HALDWANI NANITAL UTTARANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U65991UR1996PLC020801","7-10-1996","MANAVKALYAN MUTUAL BENEFITS LIMITED","UNDER PROCESS OF STRIKING OFF","Public","Company Limited by Shares","1,000,000.00",NA,"Uttarakhand","RoC-Uttarakhand","Finance","22 CIVIL LINESROORKEE HARDWAR UTTRANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U65991UR1996PTC020527","19-08-1996","GURUDEV SAVINGS AND HIRE PURCHASE (INDIA) PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","33,500,000.00","3,066,000.00","Uttarakhand","RoC-Uttarakhand","Finance","GOEL MARKETRISHIKESH DEHRADUN UTTAR PRADESH Uttarakhand INDIA 249201","Indian Non-Government Company"
"U65991UR1996PTC020535","20-08-1996","SUKESH JAIN CAPITAL SERVICES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","3,000,000.00","1,802,000.00","Uttarakhand","RoC-Uttarakhand","Finance","37 PIPAL MANDI DEHRADUN DEHRADUN Uttarakhand INDIA 248001","Indian Non-Government Company"
"U65991UR1996PTC020737","24-09-1996","SHAALEEN FINANCE AND PROMOTERS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","250,000.00","2,000.00","Uttarakhand","RoC-Uttarakhand","Finance","215,PHASE I,VASANT VIHAR DEHRADUN DEHRADUN Uttarakhand INDIA","Indian Non-Government Company"
"U65991UR1997PLC021456","25-02-1997","JINDAL MUTUAL BENEFITS LIMITED","STRIKE OFF","Public","Company Limited by Shares","500,000.00",NA,"Uttarakhand","RoC-Uttarakhand","Finance","RAM NAGAR ROAD,KASHIPUR NAINITAL NAINITAL Uttarakhand INDIA","Indian Non-Government Company"
"U65991UR1997PLC021553","12-03-1997","VARUNA MUTUAL BENEFITS LIMITED","DORMANT","Public","Company Limited by Shares","3,000,000.00","7,000.00","Uttarakhand","RoC-Uttarakhand","Finance","ANAND NIWAS INDUSTRIAL ESTATEBAREILLY ROAD HALDWANI NAINITAL Uttarakhand INDIA","Indian Non-Government Company"
"U65991UR1997PLC021812","23-04-1997","NAINITAL MUTUAL BENEFITS LIMITED","UNDER PROCESS OF STRIKING OFF","Public","Company Limited by Shares","1,000,000.00","7,000.00","Uttarakhand","RoC-Uttarakhand","Finance","KHAN CHAND MARKETNAINITAL ROAD,HALDWANI NAINITAL UTTARANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U65991UR1997PLC022393","31-07-1997","AMAZON CREDIT AND LEASING LIMITED","STRIKE OFF","Public","Company Limited by Shares","2,500,000.00","70,000.00","Uttarakhand","RoC-Uttarakhand","Finance","SHANJI PLAZA,2ND FLOOR16-A SUBHASH ROAD DEHRADUN UTTRANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U65991UR2007PTC032361","9-02-2007","SUKESH JAIN COMMODITIES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","6,000,000.00","1,170,000.00","Uttarakhand","RoC-Uttarakhand","Finance","JAI PLAZA, Ist FLOOR RAJPUR ROAD, OPP. JASWANT MODERN SCHOOL DEHRA DUN Uttarakhand INDIA 248001","Indian Non-Government Company"
"U65991UR2014PLC001005","21-01-2014","STARSUPER MUTUAL BENEFIT LIMITED","ACTIVE","Public","Company Limited by Shares","2,500,000.00","2,500,000.00","Uttarakhand","RoC-Uttarakhand","Finance","H No.286,WARD NO -8 RAMPURA RUDRAPUR Uttarakhand INDIA 263153","Indian Non-Government Company"
"U65991UR2014PLC001046","21-02-2014","UNIMAX MUTUAL BENEFITS CORPORATION LIMITED","ACTIVE","Public","Company Limited by Shares","2,500,000.00","1,500,000.00","Uttarakhand","RoC-Uttarakhand","Finance","1ST FLOOR, UNIMAX BHAWAN, MOH. DURGA MANDIR, NO. 4, GRAM SABHA, DINESHPUR, TEHSIL GADARPUR GADARPUR Uttarakhand INDIA 263152","Indian Non-Government Company"
"U65991UR2014PLC001052","26-02-2014","YUG VARSH MUTUAL BENEFITS CORPORATION LIMITED","ACTIVE","Public","Company Limited by Shares","2,500,000.00","1,500,000.00","Uttarakhand","RoC-Uttarakhand","Finance","2ND FLOOR, YUG VARSH BHAWAN, VILLAGE MUDIYA KALAN, CHUNNA BHATTI, NEAR CROSSING BAZPUR BAZPUR Uttarakhand INDIA 262401","Indian Non-Government Company"
"U65991UR2014PLC001074","7-03-2014","PGM MUTUAL BENEFIT INDIA LIMITED","ACTIVE","Public","Company Limited by Shares","2,500,000.00","1,000,000.00","Uttarakhand","RoC-Uttarakhand","Finance","121, SAKET COLONY, AJABPUR KALAN DALANWALA DEHRADUN Uttarakhand INDIA 248121","Indian Non-Government Company"
"U65992UR1964PTC002993","7-04-1964","VIRMANI FINANCE AND CHIT FUND PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","50,000.00","5,100.00","Uttarakhand","RoC-Uttarakhand","Finance","35 OLDCONNAUGHT PLACE Dehradun Uttarakhand INDIA","Indian Non-Government Company"
"U65992UR1965PTC003054","9-04-1965","HIMALAYA FINANCE AND CHIT FUND PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","100,000.00","45,000.00","Uttarakhand","RoC-Uttarakhand","Finance","11-A,TILAK RD DEHRADUN UTTRACHAL Uttarakhand INDIA","Indian Non-Government Company"
"U65992UR1968PTC003213","11-11-1968","NORTHELAND CHIT FUND FINANCE PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","90,000.00","1,500.00","Uttarakhand","RoC-Uttarakhand","Finance","36CH AKRATA RD DEHRADUN. UTTRANCHAL Uttarakhand INDIA","Indian Non-Government Company"
"U65992UR1970PTC003372","26-11-1970","JAMUNA CHIT FUND FINANCE AND INVESTMENTS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","100,000.00","20,000.00","Uttarakhand","RoC-Uttarakhand","Finance","40A ARHAT BAZARDEHRADUN DEHRADUN UTTAR PRADESH Uttarakhand INDIA","Indian Non-Government Company"
"U65992UR1971PTC003484","25-11-1971","PHULL CHIT AND FINANCE PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","20,000.00","8,000.00","Uttarakhand","RoC-Uttarakhand","Finance","43KAMAL MARKET DEHRADUN. UTTRANCHAL Uttarakhand INDIA","Indian Non-Government Company"
